protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
4681	NV2t021884001.1	NV2t021884001.1	NV2t021884001.1	40926.3	6.3839	0.0	61	93	3	2	1	2	2	126	2.42376e+06	3.56838e+06	1.6389e+06	1.18069e+07	1.24932e+07	1.88926e+07	8.61091e+07	6.26742e+07	1.01363e+08	527746.0	1.0	1.47225	0.676182	4.87133	5.15446	7.79473	35.5271	25.8582	41.8206	0.217739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4682	NV2t006520003.1|NV2t006520004.1	NV2t006520003.1|NV2t006520004.1	NV2t006520003.1|NV2t006520004.1	93116.0|93116.0	7.36647	0.0	110	1005	26	14	11	15	13	126	3.31113e+07	4.10223e+07	5.30481e+07	1.62436e+08	1.17593e+08	1.26089e+08	2.81804e+09	2.3176e+09	3.05793e+09	2.20942e+06	1.0	1.23471	1.5938	4.88683	3.55247	3.80317	82.7671	69.4598	89.0395	0.061603	0.0	0.269743	0.460029	1.8876	1.16687	1.68404	78.4489	63.03	89.7757	0.248037
4683	NV2t022050001.1	NV2t022050001.1	NV2t022050001.1	13466.6	5.87404	0.00545868	33	33	1	1	0	1	1	126	1.37235e+06	995774.0	1.37829e+06	4.35963e+06	3.27164e+06	2.85953e+06	6.1301e+07	5.16847e+07	8.43961e+07	641518.0	1.0	0.725598	1.00433	3.17677	2.38397	2.08367	44.6686	37.6615	61.4975	0.467459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4684	NV2t008732001.1	NV2t008732001.1	NV2t008732001.1	37938.6	6.88121	0.0	74	305	8	5	2	6	5	126	1.07608e+07	1.57769e+07	1.8152e+07	4.52183e+07	3.88688e+07	5.13268e+07	8.63447e+08	6.4467e+08	8.85865e+08	2.44292e+06	1.0	1.47366	1.68685	4.20212	3.59469	4.73022	80.2298	59.0381	81.3351	0.21448	0.0	1.77931	1.35081	2.35193	1.37704	2.53309	160.943	134.54	172.617	1.13043
4685	NV2t007565001.1	NV2t007565001.1	NV2t007565001.1	24866.3	5.81101	0.0	72	137	3	3	0	3	3	126	5.42162e+06	4.25101e+06	3.49227e+06	8.44728e+06	7.95476e+06	8.93817e+06	8.38648e+07	6.68779e+07	7.43326e+07	1.44286e+06	1.0	0.784084	0.644138	1.55807	1.46723	1.64862	15.4686	12.3354	13.7104	0.26613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4686	NV2t021238001.1	NV2t021238001.1	NV2t021238001.1	147726.0	6.86527	0.0	125	989	23	19	3	19	18	126	1.50071e+08	3.11949e+08	9.13531e+07	1.25529e+08	1.59927e+08	1.69742e+08	1.57314e+09	1.0453e+09	2.00881e+09	2.68016e+06	1.0	2.07589	0.611088	0.849322	1.07123	1.12178	10.8233	7.02702	13.6631	0.017582	0.0	0.393034	0.320395	0.438118	0.529638	1.24602	12.2524	9.3016	14.9836	0.041167
4687	NV2t014439001.1	NV2t014439001.1	NV2t014439001.1	59347.0	6.41143	0.0	61	96	2	2	1	1	1	126	0.0	248850.0	253523.0	1.287e+06	1.56304e+06	1.23465e+06	6.89492e+06	4.2888e+06	6.77015e+06	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4688	NV2t007915001.1	NV2t007915001.1	NV2t007915001.1	40185.9	6.415	0.0	62	140	4	3	0	3	3	126	1.01978e+07	8.36779e+06	9.95077e+06	1.62349e+07	1.69117e+07	1.92088e+07	1.74958e+08	1.31607e+08	1.73725e+08	0.0	1.0	0.820547	0.975774	1.592	1.65837	1.88362	17.1564	12.9054	17.0355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4689	NV2t003950003.1	NV2t003950003.1	NV2t003950003.1	53417.9	6.41712	0.0	84	127	2	1	1	1	1	126	3.75557e+06	9.57277e+06	5.42715e+06	9.48719e+06	8.66583e+06	7.94992e+06	2.09081e+08	1.18108e+08	1.9686e+08	0.0	1.0	2.54895	1.44509	2.52616	2.30746	2.11683	55.6721	31.4487	52.4181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4690	NV2t005278001.1	NV2t005278001.1	NV2t005278001.1	33953.9	7.76769	0.0	116	761	29	13	4	25	13	126	1.41048e+08	2.06426e+08	1.14651e+08	3.47042e+08	4.68516e+08	3.58763e+08	6.94819e+09	5.04071e+09	6.80991e+09	135784.0	1.0	1.46374	0.813538	2.47259	3.33779	2.55458	50.9647	36.9763	49.9281	0.00089789	0.0	0.380442	0.547675	2.26589	1.97044	2.25855	58.0383	41.9795	57.52	0.00425086
4691	NV2t022009002.1|NV2t022009003.1|NV2t022009009.1	NV2t022009002.1|NV2t022009003.1|NV2t022009009.1	NV2t022009002.1|NV2t022009003.1|NV2t022009009.1	74331.1|71335.5|71236.4	6.23913	0.0	64	155	8	1	7	1	1	126	719471.0	1.08983e+06	689814.0	3.1657e+06	1.48141e+06	1.97377e+06	1.13989e+08	4.80015e+07	1.34376e+08	2.25245e+06	1.0	1.51476	0.958779	4.40004	2.05902	2.74336	158.435	66.7178	186.77	3.1307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4692	NV2t009994001.1|NV2t009994002.1|NV2t009994003.1|NV2t009994004.1|NV2t009994005.1|NV2t009994006.1|NV2t009994007.1|NV2t009994008.1	NV2t009994001.1|NV2t009994002.1|NV2t009994003.1|NV2t009994004.1|NV2t009994005.1|NV2t009994006.1|NV2t009994007.1|NV2t009994008.1	NV2t009994001.1|NV2t009994002.1|NV2t009994003.1|NV2t009994004.1|NV2t009994005.1|NV2t009994006.1|NV2t009994007.1|NV2t009994008.1	26098.4|26098.4|26098.4|26098.4|26098.4|26098.4|26098.4|26098.4	6.61684	0.0	72	252	6	5	0	6	5	126	1.1417e+07	1.49298e+07	1.09453e+07	4.52105e+07	2.77666e+07	5.47688e+07	2.07347e+08	1.07301e+08	1.90129e+08	564735.0	1.0	1.30049	0.955653	3.92199	2.40014	4.74353	18.1282	9.39833	16.6968	0.0474523	0.0	0.526826	0.272179	1.76947	1.29426	3.8368	14.1065	6.66107	9.99397	0.211688
4693	NV2t017119001.1	NV2t017119001.1	NV2t017119001.1	246515.0	6.88729	0.0	99	1516	38	32	9	28	28	126	3.49281e+07	3.0473e+07	4.49637e+07	1.00304e+08	9.09652e+07	1.11897e+08	2.19593e+09	1.8067e+09	2.0608e+09	3.32219e+06	1.0	0.877575	1.28983	2.85976	2.59778	3.1493	62.8421	51.6183	58.9569	0.093056	0.0	0.41632	1.11601	2.7743	2.36794	3.41733	54.0735	44.8053	50.5794	0.132253
4694	NV2t021297001.1	NV2t021297001.1	NV2t021297001.1	15801.2	6.19515	0.0135976	27	27	1	1	0	1	1	126	517938.0	594326.0	317677.0	2.01111e+06	1.69032e+06	2.15785e+06	1.5088e+07	7.24504e+06	1.36087e+07	482035.0	1.0	1.14748	0.61335	3.88291	3.26356	4.16623	29.1309	13.9882	26.2747	0.930681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4695	NV2t022479001.1	NV2t022479001.1	NV2t022479001.1	22393.3	6.64232	0.0	116	244	9	4	1	8	4	126	1.45785e+07	1.28149e+07	1.77232e+07	4.01578e+07	3.75918e+07	5.13882e+07	4.2449e+08	2.33705e+08	4.19599e+08	143923.0	1.0	0.883076	1.21571	2.78824	2.60818	3.59315	30.133	16.4346	29.5169	0.00965378	0.0	0.954107	0.629773	2.88297	1.67757	3.43739	36.3129	24.7801	42.2841	0.0505247
4696	NV2t005002001.1|NV2t005002002.1	NV2t005002001.1|NV2t005002002.1	NV2t005002001.1|NV2t005002002.1	45587.0|30687.5	6.29392	0.0	59	172	4	4	0	4	4	126	9.98098e+06	1.68164e+07	8.3845e+06	2.50465e+07	3.22366e+07	1.94109e+07	2.93659e+08	1.91755e+08	3.19265e+08	100339.0	1.0	1.68485	0.840048	2.50943	3.2298	1.94479	29.4218	19.212	31.9873	0.010053	0.0	1.35397	0.535711	2.22844	1.97515	1.58822	29.3246	15.3209	24.2873	0.0621467
4697	NV2t009246002.1	NV2t009246002.1	NV2t009246002.1	38993.6	6.68032	0.0	55	91	2	2	0	2	2	126	1.35926e+07	1.08787e+07	1.33941e+07	1.94422e+07	2.67378e+07	3.23087e+07	7.48345e+07	5.72224e+07	6.77982e+07	70100.3	1.0	0.800342	0.9854	1.43035	1.96709	2.37694	5.50555	4.20983	4.98789	0.00515726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4698	NV2t013332002.1	NV2t013332002.1	NV2t013332002.1	90419.7	6.61007	0.0	78	478	11	9	1	10	9	126	1.33002e+07	1.92467e+07	1.40121e+07	8.51545e+07	5.68703e+07	7.26734e+07	1.10112e+09	7.15448e+08	1.0985e+09	436685.0	1.0	1.46318	1.04884	6.27056	4.29069	5.4315	81.7579	53.6468	82.5225	0.0314854	0.0	0.968382	0.835956	6.25633	3.46665	4.74234	87.7912	50.673	81.4118	0.127066
4699	NV2t014318001.1	NV2t014318001.1	NV2t014318001.1	76265.8	5.92378	0.0	86	300	5	5	0	5	5	126	6.48944e+06	9.24559e+06	7.94946e+06	1.85467e+07	1.59323e+07	1.87091e+07	2.31187e+08	1.28623e+08	2.07242e+08	221523.0	1.0	1.42471	1.22498	2.86523	2.45512	2.88301	35.6251	19.8203	31.9353	0.0341358	0.0	0.0	0.0	1.92561	10.7241	12.4518	109.839	57.8977	97.4204	0.0
4700	NV2t015897001.1|NV2t015897002.1	NV2t015897001.1|NV2t015897002.1	NV2t015897001.1|NV2t015897002.1	39989.1|47318.4	6.10894	0.0	59	59	1	1	0	1	1	126	1.76334e+06	1.49469e+06	2.09666e+06	5.75266e+06	6.53775e+06	7.85388e+06	4.23673e+07	2.73318e+07	3.90786e+07	0.0	1.0	0.847646	1.18903	3.26237	3.7076	4.45398	24.0267	15.5	22.1617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4701	NV2t021454001.1	NV2t021454001.1	NV2t021454001.1	59263.3	6.44169	0.0	127	363	6	6	0	6	6	126	1.27033e+07	2.69525e+07	1.39202e+07	4.83576e+07	5.32949e+07	7.28674e+07	2.71528e+08	2.03778e+08	2.77727e+08	1.43064e+06	1.0	2.06407	1.09514	3.8067	4.17509	5.7361	21.1755	16.0386	21.5936	0.105997	0.0	5.16763	0.306148	6.54562	7.16419	10.1342	52.1736	38.3889	50.9333	0.621988
4702	NV2t022899001.1	NV2t022899001.1	NV2t022899001.1	69109.2	5.75893	0.0135976	27	27	1	1	0	1	1	126	744398.0	1.79751e+06	1.66448e+06	2.16421e+06	2.19385e+06	2.55665e+06	8.50907e+06	1.3332e+07	1.37559e+07	0.0	1.0	2.41471	2.236	2.90733	2.94715	3.43452	11.4308	17.9098	18.4792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4703	NV2t010797001.1	NV2t010797001.1	NV2t010797001.1	84891.1	6.15369	0.00173831	38	38	1	1	0	1	1	126	294446.0	467238.0	610724.0	1.52701e+06	1.82832e+06	1.78536e+06	1.15397e+07	9.0683e+06	1.2788e+07	105508.0	1.0	1.58684	2.07415	5.18604	6.20937	6.06347	39.1913	30.7979	43.4308	0.358327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4704	NV2t021984001.1|NV2t021984002.1	NV2t021984001.1|NV2t021984002.1	NV2t021984001.1|NV2t021984002.1	92379.7|98540.1	6.05512	0.00248988	36	65	2	2	1	1	1	126	720539.0	874947.0	1.50422e+06	3.02562e+06	3.74609e+06	4.19359e+06	2.13513e+07	1.7059e+07	2.47835e+07	0.0	1.0	1.2143	2.08763	4.19911	5.19901	5.82008	29.6325	23.6753	34.3957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4705	NV2t005695001.1	NV2t005695001.1	NV2t005695001.1	219209.0	6.28786	0.0	86	594	41	8	4	8	7	126	1.41824e+07	1.56393e+07	2.19245e+07	2.42033e+07	2.56447e+07	2.71085e+07	5.73339e+08	3.9687e+08	5.36006e+08	430853.0	1.0	1.08903	1.53432	1.76845	1.8508	1.96568	42.1452	29.2553	39.9038	0.0303015	0.0	0.773306	0.801429	3.34173	3.57582	3.59759	104.013	79.249	117.975	0.146366
4706	NV2t001270001.1	NV2t001270001.1	NV2t001270001.1	11277.8	6.43688	0.0	150	150	1	1	0	1	1	126	393881.0	822600.0	358142.0	2.35612e+06	2.4777e+06	1.4117e+06	7.37156e+07	4.69418e+07	7.96176e+07	0.0	1.0	2.08845	0.909265	5.98181	6.29048	3.58407	187.152	119.178	202.136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4707	NV2t004756001.1	NV2t004756001.1	NV2t004756001.1	43096.0	7.50658	0.0	142	628	21	11	7	14	10	126	2.67286e+07	3.2108e+07	2.12241e+07	6.38725e+07	7.41433e+07	7.06177e+07	1.24286e+09	9.5475e+08	1.35678e+09	3.17855e+06	1.0	1.1934	0.782261	2.41552	2.76356	2.63594	47.7225	36.9071	52.4692	0.112002	0.0	1.4667	1.12753	0.9621	1.26484	0.868653	61.1655	48.8814	64.4475	0.297682
4708	NV2t014112003.1	NV2t014112003.1	NV2t014112003.1	70262.0	5.42199	0.0	58	107	2	2	0	2	2	126	1.25046e+06	1.7054e+06	2.59797e+06	4.62886e+06	4.53942e+06	4.22237e+06	4.27885e+07	2.53283e+07	3.58963e+07	647315.0	1.0	1.36382	2.07762	3.70174	3.6302	3.37666	34.2183	20.2552	28.7066	0.517662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4709	NV2t016986001.1	NV2t016986001.1	NV2t016986001.1	79366.3	5.91455	0.0	93	513	12	2	11	1	1	126	1.13367e+06	908485.0	1.40582e+06	3.34442e+06	4.35287e+06	3.8097e+06	6.87778e+07	4.23054e+07	6.02071e+07	660049.0	1.0	0.801364	1.24006	2.95007	3.83961	3.36049	60.6681	37.3171	53.108	0.582221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4710	NV2t017078002.1	NV2t017078002.1	NV2t017078002.1	14112.7	6.75882	0.0	105	251	5	4	1	4	4	126	1.90086e+07	4.83519e+07	2.46918e+07	5.58856e+07	5.19923e+07	7.41237e+07	8.56867e+08	4.26894e+08	5.96041e+08	0.0	1.0	2.54368	1.29898	2.94002	2.7352	3.89949	45.0779	22.458	31.3564	0.0	0.0	1.91939	0.398551	0.601582	0.403803	2.50671	82.7863	42.171	58.3276	0.0
4711	NV2t017206001.1	NV2t017206001.1	NV2t017206001.1	8508.98	6.47204	0.000496853	43	43	1	1	0	1	1	126	3.73735e+06	6.32795e+06	4.34808e+06	2.48955e+07	2.71443e+07	2.4075e+07	6.63808e+07	5.3562e+07	7.15181e+07	0.0	1.0	1.69317	1.16341	6.66129	7.26299	6.44173	17.7615	14.3316	19.1361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4712	###REV######REV###NV2t016889001.1|###REV######REV###NV2t016889002.1|###REV######REV###NV2t016889003.1	###REV###NV2t016889001.1 Reverse sequence, was |###REV###NV2t016889002.1 Reverse sequence, was |###REV###NV2t016889003.1 Reverse sequence, was 	###REV######REV###NV2t016889001.1|###REV######REV###NV2t016889002.1|###REV######REV###NV2t016889003.1	55668.7|64995.4|64995.4	5.95996	0.0135976	27	27	1	1	0	1	1	126	1.04044e+06	1.2444e+06	1.16345e+06	7.18835e+06	7.23322e+06	5.98991e+06	2.50936e+07	2.15764e+07	2.98781e+07	415069.0	1.0	1.19603	1.11823	6.90896	6.95209	5.7571	24.1183	20.7378	28.7168	0.398937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4713	NV2t005306002.1	NV2t005306002.1	NV2t005306002.1	17149.0	7.06463	0.0	105	468	13	8	3	9	7	126	6.49613e+07	9.09631e+07	5.69073e+07	1.66311e+08	8.07461e+07	1.96721e+08	8.40199e+08	5.39821e+08	6.43667e+08	298908.0	1.0	1.34304	0.859816	2.5281	1.26912	3.03837	13.0991	8.59938	10.388	0.00447456	0.0	9.71929	2.30908	18.6059	7.18574	2.38851	59.1839	38.7924	43.2526	0.0344688
4714	NV2t001183001.1	NV2t001183001.1	NV2t001183001.1	50238.2	6.63509	0.0	65	262	7	6	1	6	6	126	1.60111e+07	9.09433e+06	1.36539e+07	5.56638e+07	3.4566e+07	3.06771e+07	4.94497e+08	3.32532e+08	4.47854e+08	832839.0	1.0	0.568001	0.861546	3.45705	2.15887	1.91599	30.9781	20.7713	28.5208	0.0480691	0.0	0.597602	0.938362	9.10736	3.38988	2.65423	67.7721	47.1751	63.8698	0.20271
4715	NV2t002296002.1|NV2t002296003.1|NV2t002296004.1|NV2t002296005.1|NV2t002296006.1|NV2t017612001.1	NV2t002296002.1|NV2t002296003.1|NV2t002296004.1|NV2t002296005.1|NV2t002296006.1|NV2t017612001.1	NV2t002296002.1|NV2t002296003.1|NV2t002296004.1|NV2t002296005.1|NV2t002296006.1|NV2t017612001.1	35405.8|75289.8|54815.0|76079.1|74031.1|6425.19	5.24049	0.000974817	41	41	2	1	1	1	1	126	743333.0	856001.0	709725.0	2.87691e+06	2.03562e+06	2.65608e+06	2.47539e+07	2.00479e+07	2.9134e+07	184920.0	1.0	1.15157	0.954787	3.87028	2.7385	3.57321	33.3013	26.9702	39.1937	0.248772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4716	NV2t015606001.1	NV2t015606001.1	NV2t015606001.1	50064.6	6.82918	0.0	79	291	7	6	0	7	6	126	5.02755e+07	1.23063e+08	3.30824e+07	4.40924e+07	5.00061e+07	4.84182e+07	7.23285e+08	4.53967e+08	6.49257e+08	406822.0	1.0	2.45818	0.672649	0.901775	1.02255	0.988587	14.7853	9.28558	13.1983	0.0070485	0.0	7.38457	1.85955	2.03225	2.80381	2.57188	28.2559	18.8285	27.6188	0.0580347
4717	###REV######REV###NV2t016426001.1	###REV###NV2t016426001.1 Reverse sequence, was 	###REV######REV###NV2t016426001.1	102111.0	7.82435	0.00887968	30	58	2	1	1	1	1	126	941631.0	2.04145e+06	794662.0	6.78033e+06	3.10175e+06	3.37415e+06	1.61274e+08	1.1166e+08	1.36334e+08	0.0	1.0	2.16799	0.84392	7.20063	3.29402	3.58331	171.271	118.582	144.785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4718	###REV######REV###NV2t001762001.1	###REV###NV2t001762001.1 Reverse sequence, was 	###REV######REV###NV2t001762001.1	49231.9	6.71115	0.00887968	30	30	2	1	1	1	1	126	3.53141e+06	9.04565e+06	2.2932e+06	2.17469e+07	3.65883e+07	3.47862e+07	8.01528e+07	6.56827e+07	1.07838e+08	0.0	1.0	2.56148	0.649371	6.15815	10.3608	9.85053	22.6971	18.5996	30.5369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4719	NV2t008016001.1	NV2t008016001.1	NV2t008016001.1	39717.7	6.01868	0.00128742	40	40	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4720	NV2t021848001.1	NV2t021848001.1	NV2t021848001.1	164807.0	7.36261	0.0	93	2059	62	39	15	46	37	126	9.13602e+07	1.18868e+08	9.71889e+07	3.68832e+08	3.60201e+08	3.5573e+08	7.87669e+09	4.56729e+09	6.89222e+09	9.76096e+06	1.0	1.28238	1.06038	4.05084	3.95848	3.87548	86.4161	50.0598	75.2323	0.103672	0.0	0.690833	0.617053	2.19532	2.17523	3.28691	67.7888	39.9641	58.5533	0.184573
4721	NV2t011069001.1	NV2t011069001.1	NV2t011069001.1	57315.8	8.23496	0.0	99	1172	53	20	18	35	18	126	3.55967e+07	6.787e+07	4.07769e+07	1.27236e+08	1.09847e+08	9.18223e+07	6.6373e+09	7.54192e+09	9.26253e+09	1.53203e+07	1.0	1.86161	1.14682	3.59276	3.11207	2.59363	185.098	209.657	259.125	0.405062	0.0	2.23716	1.17405	3.08785	2.90146	2.60109	226.361	281.763	316.169	0.880098
4722	NV2t019705001.1	NV2t019705001.1	NV2t019705001.1	25134.3	6.2356	0.0	82	159	3	3	0	3	3	126	3.1151e+06	4.09409e+06	3.87802e+06	9.23824e+06	9.29643e+06	3.44864e+06	4.20072e+08	1.97599e+08	2.77301e+08	429653.0	1.0	1.31427	1.24491	2.96563	2.98431	1.10707	134.85	63.4327	89.0183	0.137926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4723	NV2t009861001.1	NV2t009861001.1	NV2t009861001.1	40696.3	6.74405	0.0	85	390	8	8	0	8	8	126	2.7893e+07	1.85922e+07	2.66834e+07	8.98407e+07	9.0581e+07	9.89171e+07	1.29615e+09	6.75818e+08	7.60424e+08	0.0	1.0	0.669079	0.959193	3.20623	3.24849	3.49566	46.0336	24.3683	27.4245	0.0	0.0	0.290703	0.422524	4.6367	4.72818	5.53832	78.3914	39.2106	44.4767	0.0
4724	NV2t001104001.1	NV2t001104001.1	NV2t001104001.1	67879.1	5.89105	0.000174764	48	110	3	3	1	2	2	126	2.26885e+06	2.22232e+06	2.5446e+06	6.64036e+06	7.71572e+06	7.30574e+06	1.0871e+08	9.34639e+07	1.11397e+08	0.0	1.0	0.979491	1.12154	2.92675	3.40071	3.22001	47.914	41.1944	49.0982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4725	NV2t020325001.1	NV2t020325001.1	NV2t020325001.1	63744.2	5.70953	0.0	68	109	2	2	0	2	2	126	7.09404e+06	9.24878e+06	1.2912e+07	1.40787e+07	1.93765e+07	3.22751e+07	1.02645e+08	1.1805e+08	1.22078e+08	0.0	1.0	1.30374	1.82012	1.98458	2.73138	4.5496	14.4692	16.6407	17.2085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4726	NV2t022260001.1|NV2t022260003.1|NV2t022260004.1|NV2t022260005.1|NV2t022260006.1|NV2t022260007.1|NV2t022260008.1	NV2t022260001.1|NV2t022260003.1|NV2t022260004.1|NV2t022260005.1|NV2t022260006.1|NV2t022260007.1|NV2t022260008.1	NV2t022260001.1|NV2t022260003.1|NV2t022260004.1|NV2t022260005.1|NV2t022260006.1|NV2t022260007.1|NV2t022260008.1	69565.7|71153.9|69565.7|91987.5|71153.9|69565.7|91987.5	6.63534	0.0	95	545	12	10	2	10	8	126	1.76911e+07	2.38401e+07	1.52677e+07	5.59041e+07	5.58369e+07	5.82019e+07	1.01215e+09	6.54155e+08	1.09588e+09	2.55001e+06	1.0	1.345	0.863615	3.17007	3.14828	3.28487	57.1751	37.0639	62.4024	0.140774	0.0	0.423246	0.306711	1.38437	1.27171	1.45285	38.4597	27.0558	45.9612	0.332412
4727	NV2t013949001.1	NV2t013949001.1	NV2t013949001.1	169410.0	5.78072	0.0	60	124	3	3	0	3	3	126	4.78055e+06	4.25828e+06	4.75549e+06	8.06899e+06	7.59477e+06	8.15196e+06	7.0261e+07	4.49468e+07	7.36842e+07	234453.0	1.0	0.890752	0.994758	1.68788	1.58868	1.70523	14.6973	9.40202	15.4133	0.0490431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4728	NV2t016546002.1|NV2t016546003.1|NV2t016547001.1|NV2t016547002.1|NV2t016547003.1|NV2t016547004.1	NV2t016546002.1|NV2t016546003.1|NV2t016547001.1|NV2t016547002.1|NV2t016547003.1|NV2t016547004.1	NV2t016546002.1|NV2t016546003.1|NV2t016547001.1|NV2t016547002.1|NV2t016547003.1|NV2t016547004.1	64745.3|64745.3|64654.3|64654.3|64654.3|64654.3	5.78293	0.00128742	40	40	2	1	1	1	1	126	916703.0	1.29425e+06	504317.0	3.039e+06	3.37774e+06	4.18703e+06	1.40341e+07	1.00142e+07	9.74001e+06	0.0	1.0	1.41185	0.550142	3.31514	3.68466	4.56748	15.3094	10.9242	10.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4729	NV2t002441001.1	NV2t002441001.1	NV2t002441001.1	178115.0	5.85918	0.0	110	309	6	6	2	4	4	126	2.05552e+06	3.4886e+06	3.50977e+06	9.11919e+06	9.95718e+06	9.43263e+06	1.04679e+08	7.9506e+07	1.00471e+08	914305.0	1.0	1.69718	1.70748	4.43644	4.84411	4.58892	50.9258	38.6792	48.8784	0.444804	0.0	0.0	6.13256	24.8038	21.4741	21.0535	182.761	136.592	175.943	0.0
4730	NV2t020427001.1	NV2t020427001.1	NV2t020427001.1	27309.9	6.11469	0.0	65	65	1	1	0	1	1	126	535337.0	1.30495e+06	560945.0	7.84195e+06	6.11272e+06	8.70798e+06	7.07226e+07	3.15129e+07	4.72614e+07	0.0	1.0	2.43763	1.04784	14.6486	11.4185	16.2664	132.109	58.8657	88.2836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4731	NV2t002449001.1|NV2t002449002.1	NV2t002449001.1|NV2t002449002.1	NV2t002449001.1|NV2t002449002.1	286865.0|286794.0	5.8505	0.0	52	52	1	1	0	1	1	126	1.17545e+06	1.85887e+06	1.38239e+06	4.91313e+06	4.56557e+06	5.13859e+06	5.80491e+07	4.34548e+07	5.37086e+07	0.0	1.0	1.58141	1.17605	4.17977	3.88409	4.37158	49.3845	36.9686	45.6919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4732	NV2t008459001.1|NV2t008459003.1	NV2t008459001.1|NV2t008459003.1	NV2t008459001.1|NV2t008459003.1	65907.1|50206.3	6.62544	0.0	83	323	7	4	3	4	4	126	8.64725e+06	1.54445e+07	1.40255e+07	5.99758e+07	4.37801e+07	6.19563e+07	2.5776e+08	1.70296e+08	2.68384e+08	437188.0	1.0	1.78606	1.62196	6.93582	5.0629	7.16485	29.8084	19.6937	31.037	0.0505581	0.0	1.38272	1.46633	4.72027	3.60815	6.70608	25.998	16.136	21.9306	0.167336
4733	NV2t023135002.1	NV2t023135002.1	NV2t023135002.1	221135.0	7.90175	0.0	153	4079	137	70	25	111	67	126	1.66461e+08	2.10881e+08	2.00448e+08	8.44871e+08	7.29673e+08	7.64968e+08	1.93835e+10	1.35856e+10	1.7064e+10	2.382e+07	1.0	1.26084	1.20274	5.06096	4.35812	4.55675	116.888	81.7084	102.621	0.137692	0.0	0.860228	0.578247	2.96938	2.81401	3.40008	66.6373	46.1679	56.8407	0.180572
4734	NV2t015854001.1	NV2t015854001.1	NV2t015854001.1	50893.9	5.74211	0.00248988	36	36	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
