Orthogroup	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Mus_musculus
OG0001501	NP_001015576.1 C-X-C motif chemokine 13 precursor [Bos taurus]	Mus_musculus_sp_O55038_CXL13_MOUSE sp_O55038_CXL13_MOUSE C-X-C motif chemokine 13 OS=Mus musculus OX=10090 GN=Cxcl13 PE=1 SV=1
OG0001503	DAA19397.1 TPA_ interleukin 11-like [Bos taurus]	Mus_musculus_sp_P47873_IL11_MOUSE sp_P47873_IL11_MOUSE Interleukin-11 OS=Mus musculus OX=10090 GN=Il11 PE=1 SV=1
OG0001506	XP_003586493.2 multiple epidermal growth factor-like domains protein 9 [Bos taurus]	Mus_musculus_sp_Q8BH27_MEGF9_MOUSE sp_Q8BH27_MEGF9_MOUSE Multiple epidermal growth factor-like domains protein 9 OS=Mus musculus OX=10090 GN=Megf9 PE=2 SV=1
OG0001507	DAA31742.1 TPA_ trichohyalin-like 1 [Bos taurus]	Mus_musculus_sp_Q9D3P1_TCHL1_MOUSE sp_Q9D3P1_TCHL1_MOUSE Trichohyalin-like protein 1 OS=Mus musculus OX=10090 GN=Tchhl1 PE=2 SV=2
OG0001908	NP_776413.1 ameloblastin precursor [Bos taurus]	Mus_musculus_sp_O55189_AMBN_MOUSE sp_O55189_AMBN_MOUSE Ameloblastin OS=Mus musculus OX=10090 GN=Ambn PE=2 SV=1
OG0001915	NP_001179502.1 cystatin-11 precursor [Bos taurus]	Mus_musculus_sp_Q9D269_CST11_MOUSE sp_Q9D269_CST11_MOUSE Cystatin-11 OS=Mus musculus OX=10090 GN=Cst11 PE=2 SV=1
OG0001921	DAA30199.1 TPA_ C-type lectin domain family 2_ member L-like [Bos taurus]	Mus_musculus_sp_P0C7M9_CLC2L_MOUSE sp_P0C7M9_CLC2L_MOUSE C-type lectin domain family 2 member L OS=Mus musculus OX=10090 GN=Clec2l PE=1 SV=1
OG0001929	sp|P11052.1|CSF2_BOVIN RecName_ Full=Granulocyte-macrophage colony-stimulating factor; Short=GM-CSF; AltName_ Full=Colony-stimulating factor; Short=CSF; Flags_ Precursor	Mus_musculus_sp_P01587_CSF2_MOUSE sp_P01587_CSF2_MOUSE Granulocyte-macrophage colony-stimulating factor OS=Mus musculus OX=10090 GN=Csf2 PE=1 SV=1
OG0001935	sp|P08831.1|IL1A_BOVIN RecName_ Full=Interleukin-1 alpha; Short=IL-1 alpha; Flags_ Precursor	Mus_musculus_sp_P01582_IL1A_MOUSE sp_P01582_IL1A_MOUSE Interleukin-1 alpha OS=Mus musculus OX=10090 GN=Il1a PE=1 SV=1
OG0001936	XP_024832374.1 interleukin-24 [Bos taurus]	Mus_musculus_sp_Q925S4_IL24_MOUSE sp_Q925S4_IL24_MOUSE Interleukin-24 OS=Mus musculus OX=10090 GN=Il24 PE=2 SV=1
OG0001939	sp|P02633.3|S100G_BOVIN RecName_ Full=Protein S100-G; AltName_ Full=Calbindin-D9k; AltName_ Full=S100 calcium-binding protein G; AltName_ Full=Vitamin D-dependent calcium-binding protein_ intestinal; Short=CABP	Mus_musculus_sp_P97816_S100G_MOUSE sp_P97816_S100G_MOUSE Protein S100-G OS=Mus musculus OX=10090 GN=S100g PE=1 SV=3
OG0001940	XP_059731554.1 tumor necrosis factor ligand superfamily member 18 isoform X1 [Bos taurus]	Mus_musculus_sp_Q7TS55_TNF18_MOUSE sp_Q7TS55_TNF18_MOUSE Tumor necrosis factor ligand superfamily member 18 OS=Mus musculus OX=10090 GN=Tnfsf18 PE=1 SV=1
