Orthogroup	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000067	Nematostella_vectensis_NV2t001332001.1 NV2t001332001.1, Nematostella_vectensis_NV2t001329001.1 NV2t001329001.1	Exaiptasia_diaphana_XP_020915774.2 XP_020915774.2 uncharacterized protein LOC110253236 [Exaiptasia diaphana]
OG0000067	Nematostella_vectensis_NV2t001325001.1 NV2t001325001.1	Exaiptasia_diaphana_XP_028513713.1 XP_028513713.1 uncharacterized protein LOC110234902 [Exaiptasia diaphana]
OG0000067	Nematostella_vectensis_NV2t017535001.1 NV2t017535001.1	Exaiptasia_diaphana_XP_028519187.1 XP_028519187.1 disintegrin and metalloproteinase domain-containing protein 9-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517091.1 XP_028517091.1 A disintegrin and metalloproteinase with thrombospondin motifs 10-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517406.1 XP_028517406.1 disintegrin and metalloproteinase domain-containing protein 8_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514905.1 XP_028514905.1 zinc metalloproteinase-disintegrin-like atragin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514988.1 XP_028514988.1 zinc metalloproteinase-disintegrin-like atragin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516341.1 XP_028516341.1 zinc metalloproteinase-disintegrin-like VMP-III [Exaiptasia diaphana]
OG0000069	Nematostella_vectensis_NV2t004783002.1 NV2t004783002.1	Exaiptasia_diaphana_XP_028516915.1 XP_028516915.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513535.1 XP_028513535.1 EGF-containing fibulin-like extracellular matrix protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514887.1 XP_028514887.1 fibulin-1_ partial [Exaiptasia diaphana]
OG0000069	Nematostella_vectensis_NV2t008679001.1 NV2t008679001.1	Exaiptasia_diaphana_XP_028515081.1 XP_028515081.1 epidermal growth factor-like protein 6 [Exaiptasia diaphana]
OG0000069	Nematostella_vectensis_NV2t016090001.1 NV2t016090001.1, Nematostella_vectensis_NV2t013457001.1 NV2t013457001.1	Exaiptasia_diaphana_XP_020901958.1 XP_020901958.1 collagen alpha-1_XI_ chain [Exaiptasia diaphana]
OG0000070	Nematostella_vectensis_NV2t013306001.1 NV2t013306001.1	Exaiptasia_diaphana_XP_020916348.2 XP_020916348.2 peroxidasin [Exaiptasia diaphana]
OG0000073	Nematostella_vectensis_NV2t000893001.1 NV2t000893001.1	Exaiptasia_diaphana_XP_020915772.1 XP_020915772.1 uncharacterized protein LOC110253235 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895933.1 XP_020895933.1 uncharacterized protein LOC110234861 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513712.1 XP_028513712.1 uncharacterized protein LOC110234892 [Exaiptasia diaphana]
OG0000073	Nematostella_vectensis_NV2t006315001.1 NV2t006315001.1	Exaiptasia_diaphana_XP_020916520.2 XP_020916520.2 uncharacterized protein LOC110253908 [Exaiptasia diaphana]
OG0000073	Nematostella_vectensis_NV2t007757001.1 NV2t007757001.1	Exaiptasia_diaphana_XP_020911803.2 XP_020911803.2 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902310.1 XP_020902310.1 uncharacterized protein LOC110240831 [Exaiptasia diaphana]
OG0000075	Nematostella_vectensis_NV2t003561001.1 NV2t003561001.1	Exaiptasia_diaphana_XP_020910214.1 XP_020910214.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
OG0000075	Nematostella_vectensis_NV2t002824002.1 NV2t002824002.1	Exaiptasia_diaphana_XP_020910182.1 XP_020910182.1 fibrillin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910181.1 XP_020910181.1 fibrillin-1 isoform X1 [Exaiptasia diaphana]
OG0000075	Nematostella_vectensis_NV2t002755001.1 NV2t002755001.1	Exaiptasia_diaphana_XP_020902029.1 XP_020902029.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
OG0000075	Nematostella_vectensis_NV2t013338003.1 NV2t013338003.1, Nematostella_vectensis_NV2t013338002.1 NV2t013338002.1, Nematostella_vectensis_NV2t013338001.1 NV2t013338001.1, Nematostella_vectensis_NV2t003202001.1 NV2t003202001.1	Exaiptasia_diaphana_XP_028514423.1 XP_028514423.1 uncharacterized protein LOC110237387 [Exaiptasia diaphana]
OG0000076	Nematostella_vectensis_NV2t013872001.1 NV2t013872001.1	Exaiptasia_diaphana_XP_028513134.1 XP_028513134.1 multiple epidermal growth factor-like domains protein 6 [Exaiptasia diaphana]
OG0000080	Nematostella_vectensis_NV2t017964001.1 NV2t017964001.1	Exaiptasia_diaphana_XP_020895558.1 XP_020895558.1 uncharacterized protein LOC110234521 [Exaiptasia diaphana]
OG0000080	Nematostella_vectensis_NV2t003669001.1 NV2t003669001.1	Exaiptasia_diaphana_XP_028516230.1 XP_028516230.1 metalloproteinase inhibitor 3 [Exaiptasia diaphana]
OG0000080	Nematostella_vectensis_NV2t003671001.1 NV2t003671001.1	Exaiptasia_diaphana_XP_020905542.1 XP_020905542.1 LOW QUALITY PROTEIN_ metalloproteinase inhibitor 2-like [Exaiptasia diaphana]
OG0000080	Nematostella_vectensis_NV2t002779001.1 NV2t002779001.1	Exaiptasia_diaphana_XP_020905536.1 XP_020905536.1 tissue inhibitor of metalloproteinase isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905535.1 XP_020905535.1 tissue inhibitor of metalloproteinase isoform X1 [Exaiptasia diaphana]
OG0000081	Nematostella_vectensis_NV2t001170001.1 NV2t001170001.1	Exaiptasia_diaphana_XP_020907281.1 XP_020907281.1 cysteine-rich with EGF-like domain protein 2 [Exaiptasia diaphana]
OG0000082	Nematostella_vectensis_NV2t009511001.1 NV2t009511001.1	Exaiptasia_diaphana_XP_028516916.1 XP_028516916.1 uncharacterized protein LOC110245945 [Exaiptasia diaphana]
OG0000082	Nematostella_vectensis_NV2t016343001.1 NV2t016343001.1	Exaiptasia_diaphana_XP_020902830.1 XP_020902830.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0000083	Nematostella_vectensis_NV2t014428001.1 NV2t014428001.1	Exaiptasia_diaphana_XP_020902926.1 XP_020902926.1 LOW QUALITY PROTEIN_ hyaluronidase-1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515592.1 XP_028515592.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110241411 isoform X2 [Exaiptasia diaphana]
OG0000083	Nematostella_vectensis_NV2t014444001.1 NV2t014444001.1	Exaiptasia_diaphana_XP_020913987.1 XP_020913987.1 hyaluronidase [Exaiptasia diaphana]
OG0000084	Nematostella_vectensis_NV2t011420001.1 NV2t011420001.1	Exaiptasia_diaphana_XP_020899697.1 XP_020899697.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000086	Nematostella_vectensis_NV2t019426001.1 NV2t019426001.1, Nematostella_vectensis_NV2t019426002.1 NV2t019426002.1	Exaiptasia_diaphana_XP_028515943.1 XP_028515943.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana]
OG0000086	Nematostella_vectensis_NV2t025466001.1 NV2t025466001.1, Nematostella_vectensis_NV2t024867001.1 NV2t024867001.1	Exaiptasia_diaphana_XP_028518326.1 XP_028518326.1 uncharacterized protein LOC114576242 [Exaiptasia diaphana]
OG0000087	Nematostella_vectensis_NV2t017495001.1 NV2t017495001.1, Nematostella_vectensis_NV2t017495003.1 NV2t017495003.1, Nematostella_vectensis_NV2t017495002.1 NV2t017495002.1, Nematostella_vectensis_NV2t017495004.1 NV2t017495004.1	Exaiptasia_diaphana_XP_028512643.1 XP_028512643.1 A-kinase anchor protein 9 [Exaiptasia diaphana]
OG0000087	Nematostella_vectensis_NV2t015454001.1 NV2t015454001.1	Exaiptasia_diaphana_XP_020915847.1 XP_020915847.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915850.1 XP_020915850.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915848.1 XP_020915848.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X2 [Exaiptasia diaphana]
OG0000088	Nematostella_vectensis_NV2t009987001.1 NV2t009987001.1	Exaiptasia_diaphana_XP_020902795.2 XP_020902795.2 spondin-2 [Exaiptasia diaphana]
OG0000089	Nematostella_vectensis_NV2t014185001.1 NV2t014185001.1	Exaiptasia_diaphana_XP_028513442.1 XP_028513442.1 chordin [Exaiptasia diaphana]
OG0000089	Nematostella_vectensis_NV2t022735001.1 NV2t022735001.1	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]
OG0000090	Nematostella_vectensis_NV2t007793001.1 NV2t007793001.1, Nematostella_vectensis_NV2t022626001.1 NV2t022626001.1, Nematostella_vectensis_NV2t022622001.1 NV2t022622001.1, Nematostella_vectensis_NV2t022624001.1 NV2t022624001.1, Nematostella_vectensis_NV2t022627001.1 NV2t022627001.1, Nematostella_vectensis_NV2t011760001.1 NV2t011760001.1, Nematostella_vectensis_NV2t012169001.1 NV2t012169001.1	Exaiptasia_diaphana_XP_020911740.1 XP_020911740.1 uncharacterized protein LOC110249510 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911014.1 XP_020911014.1 uncharacterized protein LOC110248794 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911001.1 XP_020911001.1 LOW QUALITY PROTEIN_ aggrecan core protein-like [Exaiptasia diaphana]
OG0000092	Nematostella_vectensis_NV2t003067001.1 NV2t003067001.1, Nematostella_vectensis_NV2t003067002.1 NV2t003067002.1, Nematostella_vectensis_NV2t003067003.1 NV2t003067003.1	Exaiptasia_diaphana_XP_020911182.1 XP_020911182.1 bone morphogenetic protein 1 [Exaiptasia diaphana]
OG0000092	Nematostella_vectensis_NV2t001288001.1 NV2t001288001.1, Nematostella_vectensis_NV2t001288002.1 NV2t001288002.1, Nematostella_vectensis_NV2t001288003.1 NV2t001288003.1	Exaiptasia_diaphana_XP_028514402.1 XP_028514402.1 cubilin [Exaiptasia diaphana]
OG0000093	Nematostella_vectensis_NV2t008996001.1 NV2t008996001.1, Nematostella_vectensis_NV2t009097001.1 NV2t009097001.1	Exaiptasia_diaphana_XP_020911284.1 XP_020911284.1 cystatin-B [Exaiptasia diaphana]
OG0000094	Nematostella_vectensis_NV2t021528002.1 NV2t021528002.1, Nematostella_vectensis_NV2t021528001.1 NV2t021528001.1	Exaiptasia_diaphana_XP_020908799.1 XP_020908799.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908800.1 XP_020908800.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X2 [Exaiptasia diaphana]
OG0000095	Nematostella_vectensis_NV2t011433006.1 NV2t011433006.1, Nematostella_vectensis_NV2t011433002.1 NV2t011433002.1, Nematostella_vectensis_NV2t011433001.1 NV2t011433001.1, Nematostella_vectensis_NV2t011433005.1 NV2t011433005.1, Nematostella_vectensis_NV2t011433003.1 NV2t011433003.1, Nematostella_vectensis_NV2t011433004.1 NV2t011433004.1	Exaiptasia_diaphana_XP_028514442.1 XP_028514442.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898695.1 XP_020898695.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana]
OG0000099	Nematostella_vectensis_NV2t012418001.1 NV2t012418001.1	Exaiptasia_diaphana_XP_028516022.1 XP_028516022.1 tyrosinase-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895825.1 XP_020895825.1 tyrosinase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895111.1 XP_020895111.1 tyrosinase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512674.1 XP_028512674.1 uncharacterized protein LOC114574392 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519715.1 XP_028519715.1 uncharacterized protein LOC110254756 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917451.1 XP_020917451.1 uncharacterized protein LOC110254756 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898769.2 XP_020898769.2 uncharacterized protein LOC110237512 [Exaiptasia diaphana]
OG0000100	Nematostella_vectensis_NV2t005196004.1 NV2t005196004.1, Nematostella_vectensis_NV2t005199001.1 NV2t005199001.1, Nematostella_vectensis_NV2t005199002.1 NV2t005199002.1, Nematostella_vectensis_NV2t005196003.1 NV2t005196003.1, Nematostella_vectensis_NV2t005196001.1 NV2t005196001.1, Nematostella_vectensis_NV2t005196002.1 NV2t005196002.1	Exaiptasia_diaphana_XP_020912069.1 XP_020912069.1 collagen alpha-2_IX_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912067.1 XP_020912067.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912066.1 XP_020912066.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana]
OG0000100	Nematostella_vectensis_NV2t005200001.1 NV2t005200001.1	Exaiptasia_diaphana_XP_020912058.1 XP_020912058.1 collectin-46 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912057.1 XP_020912057.1 collectin-46 [Exaiptasia diaphana]
OG0000100	Nematostella_vectensis_NV2t005188001.1 NV2t005188001.1, Nematostella_vectensis_NV2t005188002.1 NV2t005188002.1	Exaiptasia_diaphana_XP_028514114.1 XP_028514114.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897767.1 XP_020897767.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana]
OG0000100	Nematostella_vectensis_NV2t004511001.1 NV2t004511001.1	Exaiptasia_diaphana_XP_020915626.1 XP_020915626.1 uncharacterized protein LOC110253095 [Exaiptasia diaphana]
OG0000101	Nematostella_vectensis_NV2t022495005.1 NV2t022495005.1, Nematostella_vectensis_NV2t022495004.1 NV2t022495004.1, Nematostella_vectensis_NV2t022495006.1 NV2t022495006.1, Nematostella_vectensis_NV2t022495007.1 NV2t022495007.1, Nematostella_vectensis_NV2t022495002.1 NV2t022495002.1, Nematostella_vectensis_NV2t022495001.1 NV2t022495001.1, Nematostella_vectensis_NV2t022495003.1 NV2t022495003.1	Exaiptasia_diaphana_XP_028516956.1 XP_028516956.1 nephrin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908119.2 XP_020908119.2 nephrin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908120.2 XP_020908120.2 nephrin isoform X3 [Exaiptasia diaphana]
OG0000103	Nematostella_vectensis_NV2t024079004.1 NV2t024079004.1, Nematostella_vectensis_NV2t024079001.1 NV2t024079001.1, Nematostella_vectensis_NV2t024079007.1 NV2t024079007.1, Nematostella_vectensis_NV2t024079002.1 NV2t024079002.1	Exaiptasia_diaphana_XP_028519276.1 XP_028519276.1 leucine-rich repeat-containing protein 49 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519277.1 XP_028519277.1 leucine-rich repeat-containing protein 49 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915977.1 XP_020915977.1 leucine-rich repeat-containing protein 49 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915978.1 XP_020915978.1 leucine-rich repeat-containing protein 49 isoform X2 [Exaiptasia diaphana]
OG0000105	Nematostella_vectensis_NV2t014921001.1 NV2t014921001.1, Nematostella_vectensis_NV2t014920001.1 NV2t014920001.1	Exaiptasia_diaphana_XP_020904558.1 XP_020904558.1 uncharacterized protein LOC110242852 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518279.1 XP_028518279.1 uncharacterized protein LOC114576225 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898101.1 XP_020898101.1 latent-transforming growth factor beta-binding protein 3 [Exaiptasia diaphana]
OG0000105	Nematostella_vectensis_NV2t006705001.1 NV2t006705001.1	Exaiptasia_diaphana_XP_020892069.1 XP_020892069.1 uncharacterized protein LOC110231391 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914072.1 XP_020914072.1 uncharacterized protein LOC110251683 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911974.1 XP_020911974.1 uncharacterized protein LOC110249734 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916513.2 XP_020916513.2 hemicentin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512555.1 XP_028512555.1 uncharacterized protein LOC110231383 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512556.1 XP_028512556.1 uncharacterized protein LOC110231383 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518806.1 XP_028518806.1 uncharacterized protein LOC110251681 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910901.2 XP_020910901.2 hemicentin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518321.1 XP_028518321.1 uncharacterized protein LOC114576240 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514468.1 XP_028514468.1 uncharacterized protein LOC110237581 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896631.1 XP_020896631.1 uncharacterized protein LOC110235508 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913580.2 XP_020913580.2 uncharacterized protein LOC110251232 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913579.2 XP_020913579.2 uncharacterized protein LOC110251231 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514466.1 XP_028514466.1 uncharacterized protein LOC110237590 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517864.1 XP_028517864.1 uncharacterized protein LOC114576054 [Exaiptasia diaphana]
OG0000108	Nematostella_vectensis_NV2t016607001.1 NV2t016607001.1	Exaiptasia_diaphana_XP_028513261.1 XP_028513261.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110233659 [Exaiptasia diaphana]
OG0000108	Nematostella_vectensis_NV2t010551001.1 NV2t010551001.1	Exaiptasia_diaphana_XP_020911275.1 XP_020911275.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0000108	Nematostella_vectensis_NV2t010983001.1 NV2t010983001.1	Exaiptasia_diaphana_XP_020908335.1 XP_020908335.1 uncharacterized protein LOC110246342 [Exaiptasia diaphana]
OG0000108	Nematostella_vectensis_NV2t009553001.1 NV2t009553001.1	Exaiptasia_diaphana_XP_020911352.1 XP_020911352.1 collagen alpha-4_VI_ chain [Exaiptasia diaphana]
OG0000108	Nematostella_vectensis_NV2t020559001.1 NV2t020559001.1	Exaiptasia_diaphana_XP_020891973.1 XP_020891973.1 collagen alpha-1_XXII_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891974.1 XP_020891974.1 collagen alpha-1_XXII_ chain [Exaiptasia diaphana]
OG0000108	Nematostella_vectensis_NV2t019715001.1 NV2t019715001.1	Exaiptasia_diaphana_XP_020896795.1 XP_020896795.1 uncharacterized protein LOC110235661 [Exaiptasia diaphana]
OG0000108	Nematostella_vectensis_NV2t010017001.1 NV2t010017001.1	Exaiptasia_diaphana_XP_020902724.1 XP_020902724.1 integrin alpha-X [Exaiptasia diaphana]
OG0000111	Nematostella_vectensis_NV2t018220001.1 NV2t018220001.1	Exaiptasia_diaphana_XP_020907468.1 XP_020907468.1 mucin-17 [Exaiptasia diaphana]
OG0000111	Nematostella_vectensis_NV2t007958001.1 NV2t007958001.1	Exaiptasia_diaphana_XP_020899377.1 XP_020899377.1 activating transcription factor 7-interacting protein 1 [Exaiptasia diaphana]
OG0000111	Nematostella_vectensis_NV2t017350001.1 NV2t017350001.1	Exaiptasia_diaphana_XP_028516794.1 XP_028516794.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516793.1 XP_028516793.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516795.1 XP_028516795.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana]
OG0000112	Nematostella_vectensis_NV2t018651001.1 NV2t018651001.1	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana]
OG0000112	Nematostella_vectensis_NV2t017717001.1 NV2t017717001.1	Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]
OG0000113	Nematostella_vectensis_NV2t022291001.1 NV2t022291001.1	Exaiptasia_diaphana_XP_020908660.2 XP_020908660.2 fibronectin type-III domain-containing protein 3A-like [Exaiptasia diaphana]
OG0000114	Nematostella_vectensis_NV2t003399001.1 NV2t003399001.1	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]
OG0000116	Nematostella_vectensis_NV2t021902003.1 NV2t021902003.1, Nematostella_vectensis_NV2t021902008.1 NV2t021902008.1, Nematostella_vectensis_NV2t021902002.1 NV2t021902002.1, Nematostella_vectensis_NV2t021902009.1 NV2t021902009.1, Nematostella_vectensis_NV2t021902006.1 NV2t021902006.1, Nematostella_vectensis_NV2t021902001.1 NV2t021902001.1, Nematostella_vectensis_NV2t021902010.1 NV2t021902010.1, Nematostella_vectensis_NV2t021902005.1 NV2t021902005.1, Nematostella_vectensis_NV2t021902007.1 NV2t021902007.1, Nematostella_vectensis_NV2t021902004.1 NV2t021902004.1	Exaiptasia_diaphana_XP_020911328.1 XP_020911328.1 neural cell adhesion molecule 1 [Exaiptasia diaphana]
OG0000116	Nematostella_vectensis_NV2t021924001.1 NV2t021924001.1	Exaiptasia_diaphana_XP_020913503.1 XP_020913503.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913502.1 XP_020913502.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913479.1 XP_020913479.1 peroxidasin homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913478.1 XP_020913478.1 peroxidasin homolog [Exaiptasia diaphana]
