Orthogroup	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio
OG0000860	Coturnix_japonica_XP_015737693.1 matrix metalloproteinase-23 [Coturnix japonica]	Danio_rerio_tr_Q567Z5_Q567Z5_DANRE tr|Q567Z5|Q567Z5_DANRE Matrix metallopeptidase 23a_ like OS=Danio rerio OX=7955 GN=mmp23al PE=2 SV=1
OG0000861	Coturnix_japonica_XP_015738320.1 complement C1q subcomponent subunit C [Coturnix japonica]	Danio_rerio_tr_Q5XJ71_Q5XJ71_DANRE tr|Q5XJ71|Q5XJ71_DANRE C1qc protein OS=Danio rerio OX=7955 GN=zgc_103597 PE=2 SV=1
OG0000862	Coturnix_japonica_XP_015718105.1 complement C1q tumor necrosis factor-related protein 7 [Coturnix japonica]	Danio_rerio_tr_E7F3N3_E7F3N3_DANRE tr|E7F3N3|E7F3N3_DANRE C1q and TNF-related 7 OS=Danio rerio OX=7955 GN=c1qtnf7 PE=4 SV=1
OG0000866	Coturnix_japonica_XP_015731303.1 C-X-C motif chemokine 14 [Coturnix japonica]	Danio_rerio_tr_Q9DFG4_Q9DFG4_DANRE tr|Q9DFG4|Q9DFG4_DANRE C-X-C motif chemokine 14 precursor OS=Danio rerio OX=7955 GN=Scyba PE=2 SV=1
OG0000868	Coturnix_japonica_XP_015711253.1 PREDICTED_ interleukin-26 [Coturnix japonica], Coturnix_japonica_XP_015740622.1 interleukin-10 [Coturnix japonica]	Danio_rerio_tr_Q5EFQ8_Q5EFQ8_DANRE tr|Q5EFQ8|Q5EFQ8_DANRE Interleukin family protein OS=Danio rerio OX=7955 GN=zgc_194510 PE=2 SV=2
OG0000872	Coturnix_japonica_XP_015718268.1 fibroblast growth factor-binding protein 2 [Coturnix japonica]	Danio_rerio_tr_F1QLT3_F1QLT3_DANRE tr|F1QLT3|F1QLT3_DANRE Fibroblast growth factor binding protein 2b isoform X1 OS=Danio rerio OX=7955 GN=zgc_162825 PE=3 SV=1, Danio_rerio_tr_A3KP08_A3KP08_DANRE tr|A3KP08|A3KP08_DANRE Fibroblast growth factor binding protein 2b OS=Danio rerio OX=7955 GN=fgfbp2b PE=2 SV=1, Danio_rerio_tr_F1R8L1_F1R8L1_DANRE tr|F1R8L1|F1R8L1_DANRE Fibroblast growth factor-binding protein 2 OS=Danio rerio OX=7955 GN=fgfbp2a PE=3 SV=3
OG0001104	Coturnix_japonica_XP_015737083.1 collagen alpha-3_IX_ chain [Coturnix japonica]	Danio_rerio_tr_F1R1F1_F1R1F1_DANRE tr|F1R1F1|F1R1F1_DANRE Collagen alpha-3_IX_ chain precursor OS=Danio rerio OX=7955 GN=cb367 PE=1 SV=1
OG0001107	Coturnix_japonica_XP_015727557.1 PREDICTED_ otolin-1 [Coturnix japonica]	Danio_rerio_sp_A5PN28_OTO1A_DANRE sp|A5PN28|OTO1A_DANRE Otolin-1-A OS=Danio rerio OX=7955 GN=otol1a PE=1 SV=1
OG0001112	Coturnix_japonica_XP_015731560.1 complement C1q tumor necrosis factor-related protein 2 [Coturnix japonica]	Danio_rerio_tr_E7F6Z0_E7F6Z0_DANRE tr|E7F6Z0|E7F6Z0_DANRE C1q and TNF-related 2 OS=Danio rerio OX=7955 GN=c1qtnf2 PE=4 SV=1
OG0001119	Coturnix_japonica_XP_015718809.1 cardiotrophin-like cytokine factor 1 isoform X1 [Coturnix japonica]	Danio_rerio_tr_F8W2M3_F8W2M3_DANRE tr|F8W2M3|F8W2M3_DANRE Cardiotrophin-like cytokine factor 1 OS=Danio rerio OX=7955 GN=clcf1 PE=3 SV=1
OG0001123	Coturnix_japonica_XP_015718267.1 fibroblast growth factor-binding protein 1 [Coturnix japonica]	Danio_rerio_tr_A0A0R4ICR4_A0A0R4ICR4_DANRE tr|A0A0R4ICR4|A0A0R4ICR4_DANRE Fibroblast growth factor-binding protein 1 OS=Danio rerio OX=7955 GN=fgfbp1a PE=3 SV=1, Danio_rerio_tr_A0A8M9Q0I5_A0A8M9Q0I5_DANRE tr|A0A8M9Q0I5|A0A8M9Q0I5_DANRE Fibroblast growth factor-binding protein 1 OS=Danio rerio OX=7955 GN=fgfbp1b PE=3 SV=1
OG0001125	Coturnix_japonica_XP_015731556.1 PREDICTED_ interleukin-12 subunit beta [Coturnix japonica]	Danio_rerio_tr_Q6F3Q9_Q6F3Q9_DANRE tr|Q6F3Q9|Q6F3Q9_DANRE Interleukin-12 subunit beta OS=Danio rerio OX=7955 GN=IL-12 p40 PE=2 SV=1
OG0001131	Coturnix_japonica_XP_015737774.1 microfibrillar-associated protein 2 isoform X2 [Coturnix japonica]	Danio_rerio_tr_Q2VW43_Q2VW43_DANRE tr|Q2VW43|Q2VW43_DANRE Microfibril-associated glycoprotein-1 OS=Danio rerio OX=7955 GN=zgc_153818 PE=2 SV=1
OG0001132	Coturnix_japonica_XP_015715091.1 matrix Gla protein [Coturnix japonica]	Danio_rerio_tr_Q6YND0_Q6YND0_DANRE tr|Q6YND0|Q6YND0_DANRE Matrix Gla protein OS=Danio rerio OX=7955 GN=mgp PE=2 SV=1
OG0001134	Coturnix_japonica_XP_015741686.1 muellerian-inhibiting factor isoform X2 [Coturnix japonica]	Danio_rerio_tr_A8E7B8_A8E7B8_DANRE tr|A8E7B8|A8E7B8_DANRE Anti-Mullerian hormone OS=Danio rerio OX=7955 GN=amh PE=1 SV=1, Danio_rerio_tr_Q6B6Q2_Q6B6Q2_DANRE tr|Q6B6Q2|Q6B6Q2_DANRE Anti-mullerian hormone OS=Danio rerio OX=7955 GN=amh PE=1 SV=2
OG0001135	Coturnix_japonica_XP_015741007.2 somatotropin [Coturnix japonica]	Danio_rerio_tr_C6G3Y2_C6G3Y2_DANRE tr|C6G3Y2|C6G3Y2_DANRE Prolactin 2 OS=Danio rerio OX=7955 GN=si_dkey-261e22.3 PE=2 SV=1, Danio_rerio_tr_Q1JQ34_Q1JQ34_DANRE tr|Q1JQ34|Q1JQ34_DANRE Growth hormone 1 OS=Danio rerio OX=7955 GN=ghl PE=2 SV=1
OG0001136	Coturnix_japonica_XP_015724419.1 inhibin alpha chain [Coturnix japonica]	Danio_rerio_tr_Q1LYE4_Q1LYE4_DANRE tr|Q1LYE4|Q1LYE4_DANRE Inhibin alpha chain OS=Danio rerio OX=7955 GN=si_dkey-91f15.2 PE=3 SV=1
OG0001491	Coturnix_japonica_XP_015733015.1 PREDICTED_ zona pellucida-like domain-containing protein 1 [Coturnix japonica]	Danio_rerio_tr_E7FE28_E7FE28_DANRE tr|E7FE28|E7FE28_DANRE Zona pellucida-like domain containing 1a OS=Danio rerio OX=7955 GN=zpld1a PE=2 SV=3
OG0001504	Coturnix_japonica_XP_015716562.1 interleukin-15 isoform X3 [Coturnix japonica]	Danio_rerio_tr_Q15KG7_Q15KG7_DANRE tr|Q15KG7|Q15KG7_DANRE Interleukin OS=Danio rerio OX=7955 GN=il15 PE=2 SV=1
OG0001509	Coturnix_japonica_XP_015709163.1 interleukin-6 isoform X1 [Coturnix japonica]	Danio_rerio_tr_H9A0J9_H9A0J9_DANRE tr|H9A0J9|H9A0J9_DANRE Interleukin-6 OS=Danio rerio OX=7955 GN=il6 PE=2 SV=1
