Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000069	Stylophora_pistillata_Spis24665 Spis24665 SpisGene24665, Stylophora_pistillata_Spis12933 Spis12933 SpisGene12933	Exaiptasia_diaphana_XP_028516915.1 XP_028516915.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513535.1 XP_028513535.1 EGF-containing fibulin-like extracellular matrix protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514887.1 XP_028514887.1 fibulin-1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515081.1 XP_028515081.1 epidermal growth factor-like protein 6 [Exaiptasia diaphana]
OG0000069	Stylophora_pistillata_Spis7044 Spis7044 SpisGene7044, Stylophora_pistillata_Spis7047 Spis7047 SpisGene7047, Stylophora_pistillata_Spis22899 Spis22899 SpisGene22899, Stylophora_pistillata_Spis19443 Spis19443 SpisGene19443, Stylophora_pistillata_Spis22314 Spis22314 SpisGene22314, Stylophora_pistillata_Spis22764 Spis22764 SpisGene22764, Stylophora_pistillata_Spis24397 Spis24397 SpisGene24397, Stylophora_pistillata_Spis11671 Spis11671 SpisGene11671, Stylophora_pistillata_Spis12417 Spis12417 SpisGene12417, Stylophora_pistillata_Spis19447 Spis19447 SpisGene19447, Stylophora_pistillata_Spis12939 Spis12939 SpisGene12939, Stylophora_pistillata_Spis12934 Spis12934 SpisGene12934, Stylophora_pistillata_Spis12937 Spis12937 SpisGene12937, Stylophora_pistillata_Spis12932 Spis12932 SpisGene12932, Stylophora_pistillata_Spis12924 Spis12924 SpisGene12924, Stylophora_pistillata_Spis23302 Spis23302 SpisGene23302, Stylophora_pistillata_Spis9296 Spis9296 SpisGene9296, Stylophora_pistillata_Spis21630 Spis21630 SpisGene21630, Stylophora_pistillata_Spis3740 Spis3740 SpisGene3740, Stylophora_pistillata_Spis19715 Spis19715 SpisGene19715, Stylophora_pistillata_Spis20573 Spis20573 SpisGene20573, Stylophora_pistillata_Spis18593 Spis18593 SpisGene18593, Stylophora_pistillata_Spis20574 Spis20574 SpisGene20574, Stylophora_pistillata_Spis20575 Spis20575 SpisGene20575, Stylophora_pistillata_Spis23141 Spis23141 SpisGene23141, Stylophora_pistillata_Spis23144 Spis23144 SpisGene23144, Stylophora_pistillata_Spis22534 Spis22534 SpisGene22534, Stylophora_pistillata_Spis18603 Spis18603 SpisGene18603, Stylophora_pistillata_Spis9517 Spis9517 SpisGene9517, Stylophora_pistillata_Spis23908 Spis23908 SpisGene23908	Exaiptasia_diaphana_XP_020901958.1 XP_020901958.1 collagen alpha-1_XI_ chain [Exaiptasia diaphana]
OG0000070	Stylophora_pistillata_Spis16314 Spis16314 SpisGene16314	Exaiptasia_diaphana_XP_020916348.2 XP_020916348.2 peroxidasin [Exaiptasia diaphana]
OG0000070	Stylophora_pistillata_Spis14637 Spis14637 SpisGene14637	Exaiptasia_diaphana_XP_020893766.1 XP_020893766.1 peroxidasin [Exaiptasia diaphana]
OG0000073	Stylophora_pistillata_Spis12509 Spis12509 SpisGene12509, Stylophora_pistillata_Spis12512 Spis12512 SpisGene12512, Stylophora_pistillata_Spis12511 Spis12511 SpisGene12511, Stylophora_pistillata_Spis12510 Spis12510 SpisGene12510	Exaiptasia_diaphana_XP_020915772.1 XP_020915772.1 uncharacterized protein LOC110253235 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895933.1 XP_020895933.1 uncharacterized protein LOC110234861 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513712.1 XP_028513712.1 uncharacterized protein LOC110234892 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916520.2 XP_020916520.2 uncharacterized protein LOC110253908 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911803.2 XP_020911803.2 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902310.1 XP_020902310.1 uncharacterized protein LOC110240831 [Exaiptasia diaphana]
OG0000075	Stylophora_pistillata_Spis18088 Spis18088 SpisGene18088	Exaiptasia_diaphana_XP_020910214.1 XP_020910214.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
OG0000075	Stylophora_pistillata_Spis21246 Spis21246 SpisGene21246	Exaiptasia_diaphana_XP_020902029.1 XP_020902029.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
OG0000075	Stylophora_pistillata_Spis11032 Spis11032 SpisGene11032, Stylophora_pistillata_Spis11031 Spis11031 SpisGene11031, Stylophora_pistillata_Spis11029 Spis11029 SpisGene11029	Exaiptasia_diaphana_XP_028514423.1 XP_028514423.1 uncharacterized protein LOC110237387 [Exaiptasia diaphana]
OG0000078	Stylophora_pistillata_Spis15244 Spis15244 SpisGene15244	Exaiptasia_diaphana_XP_020897050.1 XP_020897050.1 cathepsin L [Exaiptasia diaphana]
OG0000079	Stylophora_pistillata_Spis16441 Spis16441 SpisGene16441	Exaiptasia_diaphana_XP_020915592.1 XP_020915592.1 fibronectin [Exaiptasia diaphana]
OG0000080	Stylophora_pistillata_Spis6044 Spis6044 SpisGene6044	Exaiptasia_diaphana_XP_020895558.1 XP_020895558.1 uncharacterized protein LOC110234521 [Exaiptasia diaphana]
OG0000080	Stylophora_pistillata_Spis857 Spis857 SpisGene857, Stylophora_pistillata_Spis7913 Spis7913 SpisGene7913, Stylophora_pistillata_Spis847 Spis847 SpisGene847, Stylophora_pistillata_Spis845 Spis845 SpisGene845, Stylophora_pistillata_Spis846 Spis846 SpisGene846, Stylophora_pistillata_Spis844 Spis844 SpisGene844	Exaiptasia_diaphana_XP_020905536.1 XP_020905536.1 tissue inhibitor of metalloproteinase isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905535.1 XP_020905535.1 tissue inhibitor of metalloproteinase isoform X1 [Exaiptasia diaphana]
OG0000081	Stylophora_pistillata_Spis17434 Spis17434 SpisGene17434	Exaiptasia_diaphana_XP_020907281.1 XP_020907281.1 cysteine-rich with EGF-like domain protein 2 [Exaiptasia diaphana]
OG0000082	Stylophora_pistillata_Spis15657.t1 Spis15657.t1 SpisGene15657	Exaiptasia_diaphana_XP_028516916.1 XP_028516916.1 uncharacterized protein LOC110245945 [Exaiptasia diaphana]
OG0000082	Stylophora_pistillata_Spis25422 Spis25422 SpisGene25422	Exaiptasia_diaphana_XP_020902830.1 XP_020902830.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0000083	Stylophora_pistillata_Spis9213 Spis9213 SpisGene9213	Exaiptasia_diaphana_XP_020902926.1 XP_020902926.1 LOW QUALITY PROTEIN_ hyaluronidase-1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515592.1 XP_028515592.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110241411 isoform X2 [Exaiptasia diaphana]
OG0000083	Stylophora_pistillata_Spis6958 Spis6958 SpisGene6958	Exaiptasia_diaphana_XP_020913987.1 XP_020913987.1 hyaluronidase [Exaiptasia diaphana]
OG0000084	Stylophora_pistillata_Spis20307 Spis20307 SpisGene20307	Exaiptasia_diaphana_XP_020899697.1 XP_020899697.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000086	Stylophora_pistillata_Spis19765 Spis19765 SpisGene19765, Stylophora_pistillata_Spis19763 Spis19763 SpisGene19763	Exaiptasia_diaphana_XP_020896482.1 XP_020896482.1 uncharacterized protein LOC110235369 [Exaiptasia diaphana]
OG0000086	Stylophora_pistillata_Spis3852 Spis3852 SpisGene3852	Exaiptasia_diaphana_XP_020902155.2 XP_020902155.2 uncharacterized protein LOC110240683 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893406.1 XP_020893406.1 uncharacterized protein LOC110232532 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893402.2 XP_020893402.2 uncharacterized protein LOC110232529 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902122.1 XP_020902122.1 uncharacterized protein LOC110240656 [Exaiptasia diaphana]
OG0000086	Stylophora_pistillata_Spis19352 Spis19352 SpisGene19352, Stylophora_pistillata_Spis24150 Spis24150 SpisGene24150, Stylophora_pistillata_Spis19351 Spis19351 SpisGene19351	Exaiptasia_diaphana_XP_020908619.2 XP_020908619.2 uncharacterized protein LOC110246601 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518450.1 XP_028518450.1 uncharacterized protein LOC114576297_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914552.1 XP_020914552.1 uncharacterized protein LOC110252126 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513092.1 XP_028513092.1 uncharacterized protein LOC114574516_ partial [Exaiptasia diaphana]
OG0000087	Stylophora_pistillata_Spis4884 Spis4884 SpisGene4884	Exaiptasia_diaphana_XP_028512643.1 XP_028512643.1 A-kinase anchor protein 9 [Exaiptasia diaphana]
OG0000087	Stylophora_pistillata_Spis3470 Spis3470 SpisGene3470	Exaiptasia_diaphana_XP_020915847.1 XP_020915847.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915850.1 XP_020915850.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915848.1 XP_020915848.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X2 [Exaiptasia diaphana]
OG0000088	Stylophora_pistillata_Spis17637 Spis17637 SpisGene17637	Exaiptasia_diaphana_XP_020902795.2 XP_020902795.2 spondin-2 [Exaiptasia diaphana]
OG0000089	Stylophora_pistillata_Spis9074 Spis9074 SpisGene9074	Exaiptasia_diaphana_XP_028513442.1 XP_028513442.1 chordin [Exaiptasia diaphana]
OG0000089	Stylophora_pistillata_Spis6266 Spis6266 SpisGene6266	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]
OG0000090	Stylophora_pistillata_Spis19161 Spis19161 SpisGene19161, Stylophora_pistillata_Spis19159 Spis19159 SpisGene19159	Exaiptasia_diaphana_XP_020911740.1 XP_020911740.1 uncharacterized protein LOC110249510 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911014.1 XP_020911014.1 uncharacterized protein LOC110248794 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911001.1 XP_020911001.1 LOW QUALITY PROTEIN_ aggrecan core protein-like [Exaiptasia diaphana]
OG0000092	Stylophora_pistillata_Spis18097 Spis18097 SpisGene18097, Stylophora_pistillata_Spis3844 Spis3844 SpisGene3844	Exaiptasia_diaphana_XP_020911182.1 XP_020911182.1 bone morphogenetic protein 1 [Exaiptasia diaphana]
OG0000093	Stylophora_pistillata_Spis1325 Spis1325 SpisGene1325, Stylophora_pistillata_Spis1324 Spis1324 SpisGene1324	Exaiptasia_diaphana_XP_020911284.1 XP_020911284.1 cystatin-B [Exaiptasia diaphana]
OG0000094	Stylophora_pistillata_Spis10117 Spis10117 SpisGene10117	Exaiptasia_diaphana_XP_020908799.1 XP_020908799.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908800.1 XP_020908800.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X2 [Exaiptasia diaphana]
OG0000095	Stylophora_pistillata_Spis6340 Spis6340 SpisGene6340	Exaiptasia_diaphana_XP_028514442.1 XP_028514442.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898695.1 XP_020898695.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana]
OG0000099	Stylophora_pistillata_Spis9375 Spis9375 SpisGene9375	Exaiptasia_diaphana_XP_028518232.1 XP_028518232.1 collagen alpha-5_VI_ chain-like [Exaiptasia diaphana]
OG0000100	Stylophora_pistillata_Spis20501.t1 Spis20501.t1 SpisGene20501	Exaiptasia_diaphana_XP_020912069.1 XP_020912069.1 collagen alpha-2_IX_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912067.1 XP_020912067.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912066.1 XP_020912066.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana]
OG0000100	Stylophora_pistillata_Spis20502.t1 Spis20502.t1 SpisGene20502	Exaiptasia_diaphana_XP_020912058.1 XP_020912058.1 collectin-46 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912057.1 XP_020912057.1 collectin-46 [Exaiptasia diaphana]
OG0000100	Stylophora_pistillata_Spis20499 Spis20499 SpisGene20499	Exaiptasia_diaphana_XP_028514114.1 XP_028514114.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897767.1 XP_020897767.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana]
OG0000100	Stylophora_pistillata_Spis39.t1 Spis39.t1 SpisGene39	Exaiptasia_diaphana_XP_020915626.1 XP_020915626.1 uncharacterized protein LOC110253095 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912071.1 XP_020912071.1 cuticle collagen 2C [Exaiptasia diaphana]
OG0000103	Stylophora_pistillata_Spis345 Spis345 SpisGene345	Exaiptasia_diaphana_XP_028519276.1 XP_028519276.1 leucine-rich repeat-containing protein 49 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519277.1 XP_028519277.1 leucine-rich repeat-containing protein 49 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915977.1 XP_020915977.1 leucine-rich repeat-containing protein 49 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915978.1 XP_020915978.1 leucine-rich repeat-containing protein 49 isoform X2 [Exaiptasia diaphana]
OG0000105	Stylophora_pistillata_Spis19648 Spis19648 SpisGene19648, Stylophora_pistillata_Spis24571 Spis24571 SpisGene24571, Stylophora_pistillata_Spis16021 Spis16021 SpisGene16021	Exaiptasia_diaphana_XP_020904558.1 XP_020904558.1 uncharacterized protein LOC110242852 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518279.1 XP_028518279.1 uncharacterized protein LOC114576225 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898101.1 XP_020898101.1 latent-transforming growth factor beta-binding protein 3 [Exaiptasia diaphana]
OG0000105	Stylophora_pistillata_Spis18933 Spis18933 SpisGene18933, Stylophora_pistillata_Spis19566 Spis19566 SpisGene19566, Stylophora_pistillata_Spis18934 Spis18934 SpisGene18934	Exaiptasia_diaphana_XP_020892069.1 XP_020892069.1 uncharacterized protein LOC110231391 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914072.1 XP_020914072.1 uncharacterized protein LOC110251683 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911974.1 XP_020911974.1 uncharacterized protein LOC110249734 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916513.2 XP_020916513.2 hemicentin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512555.1 XP_028512555.1 uncharacterized protein LOC110231383 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512556.1 XP_028512556.1 uncharacterized protein LOC110231383 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518806.1 XP_028518806.1 uncharacterized protein LOC110251681 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910901.2 XP_020910901.2 hemicentin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518321.1 XP_028518321.1 uncharacterized protein LOC114576240 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514468.1 XP_028514468.1 uncharacterized protein LOC110237581 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896631.1 XP_020896631.1 uncharacterized protein LOC110235508 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913580.2 XP_020913580.2 uncharacterized protein LOC110251232 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913579.2 XP_020913579.2 uncharacterized protein LOC110251231 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514466.1 XP_028514466.1 uncharacterized protein LOC110237590 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517864.1 XP_028517864.1 uncharacterized protein LOC114576054 [Exaiptasia diaphana]
OG0000108	Stylophora_pistillata_Spis9090 Spis9090 SpisGene9090	Exaiptasia_diaphana_XP_020911275.1 XP_020911275.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0000108	Stylophora_pistillata_Spis2597 Spis2597 SpisGene2597	Exaiptasia_diaphana_XP_020908335.1 XP_020908335.1 uncharacterized protein LOC110246342 [Exaiptasia diaphana]
OG0000108	Stylophora_pistillata_Spis16854 Spis16854 SpisGene16854	Exaiptasia_diaphana_XP_020896795.1 XP_020896795.1 uncharacterized protein LOC110235661 [Exaiptasia diaphana]
OG0000111	Stylophora_pistillata_Spis10022 Spis10022 SpisGene10022	Exaiptasia_diaphana_XP_020907468.1 XP_020907468.1 mucin-17 [Exaiptasia diaphana]
OG0000111	Stylophora_pistillata_Spis17894 Spis17894 SpisGene17894	Exaiptasia_diaphana_XP_020899377.1 XP_020899377.1 activating transcription factor 7-interacting protein 1 [Exaiptasia diaphana]
OG0000111	Stylophora_pistillata_Spis4199.t1 Spis4199.t1 SpisGene4199	Exaiptasia_diaphana_XP_028516794.1 XP_028516794.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516793.1 XP_028516793.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516795.1 XP_028516795.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana]
OG0000112	Stylophora_pistillata_Spis17656 Spis17656 SpisGene17656, Stylophora_pistillata_Spis8942 Spis8942 SpisGene8942	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]
OG0000113	Stylophora_pistillata_Spis1485 Spis1485 SpisGene1485	Exaiptasia_diaphana_XP_020908660.2 XP_020908660.2 fibronectin type-III domain-containing protein 3A-like [Exaiptasia diaphana]
OG0000114	Stylophora_pistillata_Spis1676 Spis1676 SpisGene1676	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]
OG0000116	Stylophora_pistillata_Spis11354.t1 Spis11354.t1 SpisGene11354	Exaiptasia_diaphana_XP_020911328.1 XP_020911328.1 neural cell adhesion molecule 1 [Exaiptasia diaphana]
OG0000116	Stylophora_pistillata_Spis11352 Spis11352 SpisGene11352	Exaiptasia_diaphana_XP_020913503.1 XP_020913503.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913502.1 XP_020913502.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913479.1 XP_020913479.1 peroxidasin homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913478.1 XP_020913478.1 peroxidasin homolog [Exaiptasia diaphana]
OG0000118	Stylophora_pistillata_Spis11458 Spis11458 SpisGene11458, Stylophora_pistillata_Spis13039 Spis13039 SpisGene13039, Stylophora_pistillata_Spis11446 Spis11446 SpisGene11446	Exaiptasia_diaphana_XP_020911519.1 XP_020911519.1 immunoglobulin superfamily DCC subclass member 3_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912639.1 XP_020912639.1 neogenin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518374.1 XP_028518374.1 neogenin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907046.1 XP_020907046.1 neural cell adhesion molecule 1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907047.1 XP_020907047.1 neural cell adhesion molecule 1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516686.1 XP_028516686.1 uncharacterized protein LOC110245136 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516685.1 XP_028516685.1 twitchin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518373.1 XP_028518373.1 uncharacterized protein LOC114576269 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516687.1 XP_028516687.1 receptor-type tyrosine-protein phosphatase F [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907671.1 XP_020907671.1 neural cell adhesion molecule 1-B isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907667.1 XP_020907667.1 neural cell adhesion molecule 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907668.1 XP_020907668.1 neural cell adhesion molecule 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907669.1 XP_020907669.1 hemicentin-1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907670.1 XP_020907670.1 neural cell adhesion molecule 1-B isoform X4 [Exaiptasia diaphana]
OG0000118	Stylophora_pistillata_Spis13481.t3 Spis13481.t3 SpisGene13481	Exaiptasia_diaphana_XP_020898269.1 XP_020898269.1 myosin-binding protein C_ slow-type [Exaiptasia diaphana]
OG0000119	Stylophora_pistillata_Spis5011 Spis5011 SpisGene5011	Exaiptasia_diaphana_XP_020903052.1 XP_020903052.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]
OG0000121	Stylophora_pistillata_Spis16744 Spis16744 SpisGene16744	Exaiptasia_diaphana_XP_020911667.1 XP_020911667.1 uncharacterized protein LOC110249437 [Exaiptasia diaphana]
