Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Chordata_Amphioxiformes_Branchiostoma_belcheri
OG0000113	Stylophora_pistillata_Spis1485 Spis1485 SpisGene1485	Branchiostoma_belcheri_tr_A0A6P4ZDK7_A0A6P4ZDK7_BRABE tr|A0A6P4ZDK7|A0A6P4ZDK7_BRABE Fibronectin type-III domain-containing protein 3A-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477817 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZL90_A0A6P4ZL90_BRABE tr|A0A6P4ZL90|A0A6P4ZL90_BRABE Fibronectin type-III domain-containing protein 3A-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109477817 PE=4 SV=1
OG0000114	Stylophora_pistillata_Spis1676 Spis1676 SpisGene1676	Branchiostoma_belcheri_tr_A0A6P4Z042_A0A6P4Z042_BRABE tr|A0A6P4Z042|A0A6P4Z042_BRABE Host cell factor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468977 PE=4 SV=1
OG0000116	Stylophora_pistillata_Spis11354.t1 Spis11354.t1 SpisGene11354, Stylophora_pistillata_Spis11352 Spis11352 SpisGene11352	Branchiostoma_belcheri_tr_A0A6P5A0K2_A0A6P5A0K2_BRABE tr|A0A6P5A0K2|A0A6P5A0K2_BRABE Neural cell adhesion molecule 1-A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484039 PE=4 SV=1
OG0000119	Stylophora_pistillata_Spis5011 Spis5011 SpisGene5011	Branchiostoma_belcheri_tr_A0A6P4YTG6_A0A6P4YTG6_BRABE tr|A0A6P4YTG6|A0A6P4YTG6_BRABE Leucine-rich repeat-containing protein 40-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468113 PE=4 SV=1
OG0000125	Stylophora_pistillata_Spis7316 Spis7316 SpisGene7316	Branchiostoma_belcheri_tr_A0A6P4Y5H6_A0A6P4Y5H6_BRABE tr|A0A6P4Y5H6|A0A6P4Y5H6_BRABE Inter-alpha-trypsin inhibitor heavy chain H3-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464956 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YA30_A0A6P4YA30_BRABE tr|A0A6P4YA30|A0A6P4YA30_BRABE LOW QUALITY PROTEIN_ inter-alpha-trypsin inhibitor heavy chain H4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109463344 PE=4 SV=1
OG0000126	Stylophora_pistillata_Spis15117 Spis15117 SpisGene15117, Stylophora_pistillata_Spis2954.t1 Spis2954.t1 SpisGene2954	Branchiostoma_belcheri_tr_A0A6P5A2N7_A0A6P5A2N7_BRABE tr|A0A6P5A2N7|A0A6P5A2N7_BRABE Vitellogenin-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109487879 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AMX0_A0A6P5AMX0_BRABE tr|A0A6P5AMX0|A0A6P5AMX0_BRABE Vitellogenin-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109487879 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YP69_A0A6P4YP69_BRABE tr|A0A6P4YP69|A0A6P4YP69_BRABE Vitellogenin-6-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467033 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y3N0_A0A6P4Y3N0_BRABE tr|A0A6P4Y3N0|A0A6P4Y3N0_BRABE Uncharacterized protein LOC109469514 OS=Branchiostoma belcheri OX=7741 GN=LOC109469514 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XV70_A0A6P4XV70_BRABE tr|A0A6P4XV70|A0A6P4XV70_BRABE Vitellogenin-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109467063 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YEM4_A0A6P4YEM4_BRABE tr|A0A6P4YEM4|A0A6P4YEM4_BRABE Vitellogenin-6-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109467063 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YXR6_A0A6P4YXR6_BRABE tr|A0A6P4YXR6|A0A6P4YXR6_BRABE Vitellogenin-6-like OS=Branchiostoma belcheri OX=7741 GN=LOC109469508 PE=4 SV=1
OG0000129	Stylophora_pistillata_Spis6380 Spis6380 SpisGene6380, Stylophora_pistillata_Spis6381 Spis6381 SpisGene6381	Branchiostoma_belcheri_tr_A0A6P4Y3L8_A0A6P4Y3L8_BRABE tr|A0A6P4Y3L8|A0A6P4Y3L8_BRABE Uncharacterized protein LOC109469505 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109469505 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YXQ9_A0A6P4YXQ9_BRABE tr|A0A6P4YXQ9|A0A6P4YXQ9_BRABE Uncharacterized protein LOC109469505 isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109469505 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z1Z2_A0A6P4Z1Z2_BRABE tr|A0A6P4Z1Z2|A0A6P4Z1Z2_BRABE Uncharacterized protein LOC109469505 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109469505 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z1Z9_A0A6P4Z1Z9_BRABE tr|A0A6P4Z1Z9|A0A6P4Z1Z9_BRABE Apolipophorins-like OS=Branchiostoma belcheri OX=7741 GN=LOC109469507 PE=4 SV=1
OG0000129	Stylophora_pistillata_Spis15601 Spis15601 SpisGene15601	Branchiostoma_belcheri_tr_A0A6P4ZU97_A0A6P4ZU97_BRABE tr|A0A6P4ZU97|A0A6P4ZU97_BRABE Uncharacterized protein LOC109477618 OS=Branchiostoma belcheri OX=7741 GN=LOC109477618 PE=4 SV=1
OG0000133	Stylophora_pistillata_Spis7100 Spis7100 SpisGene7100	Branchiostoma_belcheri_tr_A0A6P4YSZ8_A0A6P4YSZ8_BRABE tr|A0A6P4YSZ8|A0A6P4YSZ8_BRABE LOW QUALITY PROTEIN_ leucine-rich repeat-containing protein 9-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472272 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XSL9_A0A6P4XSL9_BRABE tr|A0A6P4XSL9|A0A6P4XSL9_BRABE Leucine-rich repeat-containing protein 15-like OS=Branchiostoma belcheri OX=7741 GN=LOC109466359 PE=4 SV=1
OG0000134	Stylophora_pistillata_Spis19516 Spis19516 SpisGene19516	Branchiostoma_belcheri_tr_A0A6P5AKU1_A0A6P5AKU1_BRABE tr|A0A6P5AKU1|A0A6P5AKU1_BRABE Midasin OS=Branchiostoma belcheri OX=7741 GN=LOC109487306 PE=3 SV=1
OG0000137	Stylophora_pistillata_Spis21290 Spis21290 SpisGene21290, Stylophora_pistillata_Spis22886 Spis22886 SpisGene22886	Branchiostoma_belcheri_tr_A0A6P4Y1R5_A0A6P4Y1R5_BRABE tr|A0A6P4Y1R5|A0A6P4Y1R5_BRABE von Willebrand factor A domain-containing protein 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465495 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ABU3_A0A6P5ABU3_BRABE tr|A0A6P5ABU3|A0A6P5ABU3_BRABE C-type lectin lectoxin-Thr1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484780 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YAN3_A0A6P4YAN3_BRABE tr|A0A6P4YAN3|A0A6P4YAN3_BRABE Uncharacterized protein LOC109471278 OS=Branchiostoma belcheri OX=7741 GN=LOC109471278 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XM55_A0A6P4XM55_BRABE tr|A0A6P4XM55|A0A6P4XM55_BRABE Neuronal pentraxin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465017 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YWC8_A0A6P4YWC8_BRABE tr|A0A6P4YWC8|A0A6P4YWC8_BRABE Uncharacterized protein LOC109469107 OS=Branchiostoma belcheri OX=7741 GN=LOC109469107 PE=4 SV=1
OG0000138	Stylophora_pistillata_Spis23375 Spis23375 SpisGene23375, Stylophora_pistillata_Spis5472 Spis5472 SpisGene5472	Branchiostoma_belcheri_tr_A0A6P4YQ65_A0A6P4YQ65_BRABE tr|A0A6P4YQ65|A0A6P4YQ65_BRABE Uncharacterized protein LOC109466140 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109466140 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XRV8_A0A6P4XRV8_BRABE tr|A0A6P4XRV8|A0A6P4XRV8_BRABE Uncharacterized protein LOC109466140 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109466140 PE=4 SV=1
OG0000140	Stylophora_pistillata_Spis12986 Spis12986 SpisGene12986, Stylophora_pistillata_Spis23467 Spis23467 SpisGene23467	Branchiostoma_belcheri_tr_A0A6P4XNC7_A0A6P4XNC7_BRABE tr|A0A6P4XNC7|A0A6P4XNC7_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109465395 OS=Branchiostoma belcheri OX=7741 GN=LOC109465395 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y7S5_A0A6P4Y7S5_BRABE tr|A0A6P4Y7S5|A0A6P4Y7S5_BRABE Uncharacterized protein LOC109462715 OS=Branchiostoma belcheri OX=7741 GN=LOC109462715 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XMC8_A0A6P4XMC8_BRABE tr|A0A6P4XMC8|A0A6P4XMC8_BRABE Uncharacterized protein LOC109465079 OS=Branchiostoma belcheri OX=7741 GN=LOC109465079 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YT90_A0A6P4YT90_BRABE tr|A0A6P4YT90|A0A6P4YT90_BRABE Uncharacterized protein LOC109476195 OS=Branchiostoma belcheri OX=7741 GN=LOC109476195 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YDI7_A0A6P4YDI7_BRABE tr|A0A6P4YDI7|A0A6P4YDI7_BRABE Uncharacterized protein LOC109464311 OS=Branchiostoma belcheri OX=7741 GN=LOC109464311 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZU36_A0A6P4ZU36_BRABE tr|A0A6P4ZU36|A0A6P4ZU36_BRABE Uncharacterized protein LOC109476567 OS=Branchiostoma belcheri OX=7741 GN=LOC109476567 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZPQ2_A0A6P4ZPQ2_BRABE tr|A0A6P4ZPQ2|A0A6P4ZPQ2_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109476464 OS=Branchiostoma belcheri OX=7741 GN=LOC109476464 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZYS8_A0A6P4ZYS8_BRABE tr|A0A6P4ZYS8|A0A6P4ZYS8_BRABE Uncharacterized protein LOC109483513 OS=Branchiostoma belcheri OX=7741 GN=LOC109483513 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AJK2_A0A6P5AJK2_BRABE tr|A0A6P5AJK2|A0A6P5AJK2_BRABE Uncharacterized protein LOC109483571 OS=Branchiostoma belcheri OX=7741 GN=LOC109483571 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z1D8_A0A6P4Z1D8_BRABE tr|A0A6P4Z1D8|A0A6P4Z1D8_BRABE Uncharacterized protein LOC109470382 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109470382 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YKD5_A0A6P4YKD5_BRABE tr|A0A6P4YKD5|A0A6P4YKD5_BRABE Uncharacterized protein LOC109470382 isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109470382 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z5L1_A0A6P4Z5L1_BRABE tr|A0A6P4Z5L1|A0A6P4Z5L1_BRABE Uncharacterized protein LOC109470382 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109470382 PE=4 SV=1
OG0000146	Stylophora_pistillata_Spis11073 Spis11073 SpisGene11073	Branchiostoma_belcheri_tr_A0A6P4Z9N6_A0A6P4Z9N6_BRABE tr|A0A6P4Z9N6|A0A6P4Z9N6_BRABE Leucine-rich repeat-containing protein 27-like OS=Branchiostoma belcheri OX=7741 GN=LOC109471466 PE=4 SV=1
OG0000148	Stylophora_pistillata_Spis17259 Spis17259 SpisGene17259	Branchiostoma_belcheri_tr_A0A6P4Z0M8_A0A6P4Z0M8_BRABE tr|A0A6P4Z0M8|A0A6P4Z0M8_BRABE Transforming growth factor beta-3 proprotein OS=Branchiostoma belcheri OX=7741 GN=LOC109472278 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YT07_A0A6P4YT07_BRABE tr|A0A6P4YT07|A0A6P4YT07_BRABE Transforming growth factor beta-3 proprotein OS=Branchiostoma belcheri OX=7741 GN=LOC109472278 PE=3 SV=1
OG0000149	Stylophora_pistillata_Spis24278 Spis24278 SpisGene24278, Stylophora_pistillata_Spis24029 Spis24029 SpisGene24029, Stylophora_pistillata_Spis23816 Spis23816 SpisGene23816, Stylophora_pistillata_Spis15674 Spis15674 SpisGene15674, Stylophora_pistillata_Spis21961 Spis21961 SpisGene21961, Stylophora_pistillata_Spis23433 Spis23433 SpisGene23433, Stylophora_pistillata_Spis21536 Spis21536 SpisGene21536, Stylophora_pistillata_Spis23007 Spis23007 SpisGene23007, Stylophora_pistillata_Spis21794 Spis21794 SpisGene21794, Stylophora_pistillata_Spis14760 Spis14760 SpisGene14760, Stylophora_pistillata_Spis20338 Spis20338 SpisGene20338, Stylophora_pistillata_Spis23453 Spis23453 SpisGene23453, Stylophora_pistillata_Spis20518 Spis20518 SpisGene20518, Stylophora_pistillata_Spis22816 Spis22816 SpisGene22816, Stylophora_pistillata_Spis23410 Spis23410 SpisGene23410, Stylophora_pistillata_Spis14189 Spis14189 SpisGene14189, Stylophora_pistillata_Spis21487 Spis21487 SpisGene21487, Stylophora_pistillata_Spis22738 Spis22738 SpisGene22738, Stylophora_pistillata_Spis19122 Spis19122 SpisGene19122, Stylophora_pistillata_Spis21111 Spis21111 SpisGene21111, Stylophora_pistillata_Spis21113 Spis21113 SpisGene21113, Stylophora_pistillata_Spis21114 Spis21114 SpisGene21114, Stylophora_pistillata_Spis24332 Spis24332 SpisGene24332, Stylophora_pistillata_Spis24455 Spis24455 SpisGene24455, Stylophora_pistillata_Spis22727 Spis22727 SpisGene22727, Stylophora_pistillata_Spis10006 Spis10006 SpisGene10006, Stylophora_pistillata_Spis6590 Spis6590 SpisGene6590, Stylophora_pistillata_Spis24335 Spis24335 SpisGene24335, Stylophora_pistillata_Spis23378 Spis23378 SpisGene23378, Stylophora_pistillata_Spis4744 Spis4744 SpisGene4744, Stylophora_pistillata_Spis12187 Spis12187 SpisGene12187	Branchiostoma_belcheri_tr_A0A6P5A3Y8_A0A6P5A3Y8_BRABE tr|A0A6P5A3Y8|A0A6P5A3Y8_BRABE Carboxypeptidase N subunit 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480234 PE=4 SV=1
OG0000150	Stylophora_pistillata_Spis1789 Spis1789 SpisGene1789	Branchiostoma_belcheri_tr_A0A6P4YGZ6_A0A6P4YGZ6_BRABE tr|A0A6P4YGZ6|A0A6P4YGZ6_BRABE LOW QUALITY PROTEIN_ pappalysin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467623 PE=4 SV=1
OG0000152	Stylophora_pistillata_Spis11015 Spis11015 SpisGene11015	Branchiostoma_belcheri_tr_A0A6P4XD39_A0A6P4XD39_BRABE tr|A0A6P4XD39|A0A6P4XD39_BRABE Leucine-rich repeat protein SHOC-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462359 PE=4 SV=1
OG0000154	Stylophora_pistillata_Spis18052 Spis18052 SpisGene18052, Stylophora_pistillata_Spis14694 Spis14694 SpisGene14694, Stylophora_pistillata_Spis14691 Spis14691 SpisGene14691, Stylophora_pistillata_Spis14700.t1 Spis14700.t1 SpisGene14700	Branchiostoma_belcheri_tr_A0A6P5ADB1_A0A6P5ADB1_BRABE tr|A0A6P5ADB1|A0A6P5ADB1_BRABE Cartilage intermediate layer protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109488017 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZLK4_A0A6P4ZLK4_BRABE tr|A0A6P4ZLK4|A0A6P4ZLK4_BRABE LOW QUALITY PROTEIN_ cartilage intermediate layer protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480002 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YY16_A0A6P4YY16_BRABE tr|A0A6P4YY16|A0A6P4YY16_BRABE Cartilage intermediate layer protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468364 PE=4 SV=1
OG0000156	Stylophora_pistillata_Spis944 Spis944 SpisGene944	Branchiostoma_belcheri_tr_A0A6P4Y1B4_A0A6P4Y1B4_BRABE tr|A0A6P4Y1B4|A0A6P4Y1B4_BRABE Microfibrillar-associated protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468806 PE=3 SV=1
OG0000159	Stylophora_pistillata_Spis20878 Spis20878 SpisGene20878	Branchiostoma_belcheri_tr_A0A6P4YPD7_A0A6P4YPD7_BRABE tr|A0A6P4YPD7|A0A6P4YPD7_BRABE Fibronectin type 3 and ankyrin repeat domains protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109471408 PE=4 SV=1
OG0000160	Stylophora_pistillata_Spis8876 Spis8876 SpisGene8876, Stylophora_pistillata_Spis8465 Spis8465 SpisGene8465, Stylophora_pistillata_Spis8913 Spis8913 SpisGene8913, Stylophora_pistillata_Spis24763 Spis24763 SpisGene24763	Branchiostoma_belcheri_tr_A0A6P5AKM7_A0A6P5AKM7_BRABE tr|A0A6P5AKM7|A0A6P5AKM7_BRABE Collagen alpha-1_I_ chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109487247 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZMT6_A0A6P4ZMT6_BRABE tr|A0A6P4ZMT6|A0A6P4ZMT6_BRABE Matrix metalloproteinase-9-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480346 PE=4 SV=1
OG0000165	Stylophora_pistillata_Spis9482 Spis9482 SpisGene9482	Branchiostoma_belcheri_tr_A0A6P5AZ95_A0A6P5AZ95_BRABE tr|A0A6P5AZ95|A0A6P5AZ95_BRABE Leucine-rich repeat-containing protein 58-like OS=Branchiostoma belcheri OX=7741 GN=LOC109487833 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AUR3_A0A6P5AUR3_BRABE tr|A0A6P5AUR3|A0A6P5AUR3_BRABE Leucine-rich repeat-containing protein 58-like OS=Branchiostoma belcheri OX=7741 GN=LOC109487275 PE=4 SV=1
OG0000166	Stylophora_pistillata_Spis14536 Spis14536 SpisGene14536	Branchiostoma_belcheri_tr_A0A6P4YYN8_A0A6P4YYN8_BRABE tr|A0A6P4YYN8|A0A6P4YYN8_BRABE Secreted frizzled-related protein 2-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477586 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZY26_A0A6P4ZY26_BRABE tr|A0A6P4ZY26|A0A6P4ZY26_BRABE Secreted frizzled-related protein 2-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109477586 PE=3 SV=1
OG0000171	Stylophora_pistillata_Spis4618.t1 Spis4618.t1 SpisGene4618, Stylophora_pistillata_Spis4617 Spis4617 SpisGene4617	Branchiostoma_belcheri_tr_A0A6P4XBR6_A0A6P4XBR6_BRABE tr|A0A6P4XBR6|A0A6P4XBR6_BRABE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Branchiostoma belcheri OX=7741 GN=LOC109461889 PE=3 SV=1
OG0000172	Stylophora_pistillata_Spis25685 Spis25685 SpisGene25685, Stylophora_pistillata_Spis23402 Spis23402 SpisGene23402, Stylophora_pistillata_Spis25711 Spis25711 SpisGene25711, Stylophora_pistillata_Spis23291 Spis23291 SpisGene23291, Stylophora_pistillata_Spis24198 Spis24198 SpisGene24198, Stylophora_pistillata_Spis23292 Spis23292 SpisGene23292, Stylophora_pistillata_Spis22445 Spis22445 SpisGene22445, Stylophora_pistillata_Spis14526.t1 Spis14526.t1 SpisGene14526, Stylophora_pistillata_Spis6121 Spis6121 SpisGene6121, Stylophora_pistillata_Spis18369 Spis18369 SpisGene18369, Stylophora_pistillata_Spis14516 Spis14516 SpisGene14516, Stylophora_pistillata_Spis2290 Spis2290 SpisGene2290, Stylophora_pistillata_Spis16415 Spis16415 SpisGene16415, Stylophora_pistillata_Spis14350 Spis14350 SpisGene14350	Branchiostoma_belcheri_tr_A0A6P4ZVF1_A0A6P4ZVF1_BRABE tr|A0A6P4ZVF1|A0A6P4ZVF1_BRABE Leucine-rich repeat and death domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109477894 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y5D5_A0A6P4Y5D5_BRABE tr|A0A6P4Y5D5|A0A6P4Y5D5_BRABE Uncharacterized protein LOC109464924 OS=Branchiostoma belcheri OX=7741 GN=LOC109464924 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AVZ5_A0A6P5AVZ5_BRABE tr|A0A6P5AVZ5|A0A6P5AVZ5_BRABE Uncharacterized protein LOC109486668 isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109486668 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A912_A0A6P5A912_BRABE tr|A0A6P5A912|A0A6P5A912_BRABE Uncharacterized protein LOC109486668 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109486668 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ASP4_A0A6P5ASP4_BRABE tr|A0A6P5ASP4|A0A6P5ASP4_BRABE Uncharacterized protein LOC109486668 isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109486668 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AIL0_A0A6P5AIL0_BRABE tr|A0A6P5AIL0|A0A6P5AIL0_BRABE Uncharacterized protein LOC109486668 isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109486668 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZY75_A0A6P4ZY75_BRABE tr|A0A6P4ZY75|A0A6P4ZY75_BRABE Uncharacterized protein LOC109486668 isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109486668 PE=4 SV=1
OG0000176	Stylophora_pistillata_Spis9429.t1 Spis9429.t1 SpisGene9429	Branchiostoma_belcheri_tr_A0A6P5AF32_A0A6P5AF32_BRABE tr|A0A6P5AF32|A0A6P5AF32_BRABE Ankyrin repeat and fibronectin type-III domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109482164 PE=4 SV=1
OG0000177	Stylophora_pistillata_Spis16587 Spis16587 SpisGene16587	Branchiostoma_belcheri_tr_A0A6P4ZLV0_A0A6P4ZLV0_BRABE tr|A0A6P4ZLV0|A0A6P4ZLV0_BRABE Protein phosphatase 1 regulatory subunit 7-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480060 PE=4 SV=1
OG0000178	Stylophora_pistillata_Spis9622 Spis9622 SpisGene9622, Stylophora_pistillata_Spis9843 Spis9843 SpisGene9843	Branchiostoma_belcheri_tr_A0A6P4ZHR8_A0A6P4ZHR8_BRABE tr|A0A6P4ZHR8|A0A6P4ZHR8_BRABE Kyphoscoliosis peptidase-like OS=Branchiostoma belcheri OX=7741 GN=LOC109478948 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YGL6_A0A6P4YGL6_BRABE tr|A0A6P4YGL6|A0A6P4YGL6_BRABE Kyphoscoliosis peptidase-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465214 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YLQ1_A0A6P4YLQ1_BRABE tr|A0A6P4YLQ1|A0A6P4YLQ1_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109465307 OS=Branchiostoma belcheri OX=7741 GN=LOC109465307 PE=4 SV=1
OG0000179	Stylophora_pistillata_Spis21317 Spis21317 SpisGene21317, Stylophora_pistillata_Spis22165 Spis22165 SpisGene22165, Stylophora_pistillata_Spis4606 Spis4606 SpisGene4606, Stylophora_pistillata_Spis20491 Spis20491 SpisGene20491, Stylophora_pistillata_Spis932 Spis932 SpisGene932	Branchiostoma_belcheri_tr_A0A6P4YWS4_A0A6P4YWS4_BRABE tr|A0A6P4YWS4|A0A6P4YWS4_BRABE Uncharacterized protein LOC109477180 OS=Branchiostoma belcheri OX=7741 GN=LOC109477180 PE=4 SV=1
OG0000182	Stylophora_pistillata_Spis6187 Spis6187 SpisGene6187	Branchiostoma_belcheri_tr_A0A6P5AFM0_A0A6P5AFM0_BRABE tr|A0A6P5AFM0|A0A6P5AFM0_BRABE von Willebrand factor A domain-containing protein 3A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485895 PE=4 SV=1
OG0000188	Stylophora_pistillata_Spis8578 Spis8578 SpisGene8578	Branchiostoma_belcheri_tr_A0A6P4ZR87_A0A6P4ZR87_BRABE tr|A0A6P4ZR87|A0A6P4ZR87_BRABE Uncharacterized protein LOC109484793 OS=Branchiostoma belcheri OX=7741 GN=LOC109484793 PE=4 SV=1
OG0000192	Stylophora_pistillata_Spis3294 Spis3294 SpisGene3294	Branchiostoma_belcheri_tr_A0A6P4Y7X5_A0A6P4Y7X5_BRABE tr|A0A6P4Y7X5|A0A6P4Y7X5_BRABE Protein flightless-1 homolog isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109462755 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YD87_A0A6P4YD87_BRABE tr|A0A6P4YD87|A0A6P4YD87_BRABE Protein flightless-1 homolog isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109462755 PE=4 SV=1
OG0000194	Stylophora_pistillata_Spis7867 Spis7867 SpisGene7867	Branchiostoma_belcheri_tr_A0A6P4XQG5_A0A6P4XQG5_BRABE tr|A0A6P4XQG5|A0A6P4XQG5_BRABE Leucine-rich repeat-containing protein 57-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465840 PE=4 SV=1
OG0000195	Stylophora_pistillata_Spis16217 Spis16217 SpisGene16217	Branchiostoma_belcheri_tr_A0A6P4XWY1_A0A6P4XWY1_BRABE tr|A0A6P4XWY1|A0A6P4XWY1_BRABE Ras suppressor protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464096 PE=4 SV=1
OG0000197	Stylophora_pistillata_Spis20951 Spis20951 SpisGene20951	Branchiostoma_belcheri_tr_A0A6P4ZRA2_A0A6P4ZRA2_BRABE tr|A0A6P4ZRA2|A0A6P4ZRA2_BRABE Carboxypeptidase N subunit 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481253 PE=4 SV=1
OG0000199	Stylophora_pistillata_Spis5428 Spis5428 SpisGene5428	Branchiostoma_belcheri_tr_A0A6P5AWD0_A0A6P5AWD0_BRABE tr|A0A6P5AWD0|A0A6P5AWD0_BRABE 26S proteasome non-ATPase regulatory subunit 4 OS=Branchiostoma belcheri OX=7741 GN=LOC109486814 PE=3 SV=1
