Orthogroup	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000541	Calvadosia_cruxmelitensis_Ccrux.Trinity.24547 Ccrux.Trinity.24547, Calvadosia_cruxmelitensis_Ccrux.Trinity.24546 Ccrux.Trinity.24546	Aurelia_aurita_Seg5011.2 Seg5011.2 transcript_id=Seg5011.2_GoldUCD_mRNA.D3Y31 product="Deleted in malignant brain tumors 1 protein" protein_id=Seg5011.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg710.1 Seg710.1 transcript_id=Seg710.1_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg710.1_GoldUCD_D3Y31, Aurelia_aurita_Seg5011.1 Seg5011.1 transcript_id=Seg5011.1_GoldUCD_mRNA.D3Y31 product="Tolloid-like protein 2" protein_id=Seg5011.1_GoldUCD_D3Y31
OG0000542	Calvadosia_cruxmelitensis_Ccrux.Trinity.73983 Ccrux.Trinity.73983	Aurelia_aurita_Seg2106.4 Seg2106.4 transcript_id=Seg2106.4_GoldUCD_mRNA.D3Y31 product="Metalloproteinase inhibitor 1" protein_id=Seg2106.4_GoldUCD_D3Y31
OG0000596	Calvadosia_cruxmelitensis_Ccrux.Trinity.4315 Ccrux.Trinity.4315, Calvadosia_cruxmelitensis_Ccrux.Trinity.4314 Ccrux.Trinity.4314	Aurelia_aurita_Seg284.3_Seg284.4 Seg284.3_Seg284.4 transcript_id=Seg284.3_Seg284.4_GoldUCD_mRNA.D3Y31 product="putative skeletal organic matrix protein 7" protein_id=Seg284.3_Seg284.4_GoldUCD_D3Y31
OG0000600	Calvadosia_cruxmelitensis_Ccrux.Trinity.56322 Ccrux.Trinity.56322	Aurelia_aurita_Seg523.8 Seg523.8 transcript_id=Seg523.8_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg523.8_GoldUCD_D3Y31
OG0000601	Calvadosia_cruxmelitensis_Ccrux.Trinity.2734 Ccrux.Trinity.2734	Aurelia_aurita_Seg2021.2 Seg2021.2 transcript_id=Seg2021.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2021.2_GoldUCD_D3Y31
OG0000602	Calvadosia_cruxmelitensis_Ccrux.Trinity.71748 Ccrux.Trinity.71748, Calvadosia_cruxmelitensis_Ccrux.Trinity.65370 Ccrux.Trinity.65370, Calvadosia_cruxmelitensis_Ccrux.Trinity.9019 Ccrux.Trinity.9019	Aurelia_aurita_Seg1346.2 Seg1346.2 transcript_id=Seg1346.2_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-15" protein_id=Seg1346.2_GoldUCD_D3Y31
OG0000610	Calvadosia_cruxmelitensis_Ccrux.Trinity.34811 Ccrux.Trinity.34811, Calvadosia_cruxmelitensis_Ccrux.Trinity.34799 Ccrux.Trinity.34799, Calvadosia_cruxmelitensis_Ccrux.Trinity.34804 Ccrux.Trinity.34804, Calvadosia_cruxmelitensis_Ccrux.Trinity.34806 Ccrux.Trinity.34806	Aurelia_aurita_Seg1006.2 Seg1006.2 transcript_id=Seg1006.2_GoldUCD_mRNA.D3Y31 product=Fibulin-2 protein_id=Seg1006.2_GoldUCD_D3Y31 partial=true
OG0000653	Calvadosia_cruxmelitensis_Ccrux.Trinity.67139 Ccrux.Trinity.67139	Aurelia_aurita_Seg3151.3 Seg3151.3 transcript_id=Seg3151.3_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 10" protein_id=Seg3151.3_GoldUCD_D3Y31 partial=true
OG0000677	Calvadosia_cruxmelitensis_Ccrux.Trinity.52569 Ccrux.Trinity.52569	Aurelia_aurita_Seg5740.3 Seg5740.3 transcript_id=Seg5740.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5740.3_GoldUCD_D3Y31 partial=true
OG0000709	Calvadosia_cruxmelitensis_Ccrux.Trinity.28057 Ccrux.Trinity.28057, Calvadosia_cruxmelitensis_Ccrux.Trinity.28056 Ccrux.Trinity.28056	Aurelia_aurita_Seg1726.7 Seg1726.7 transcript_id=Seg1726.7_GoldUCD_mRNA.D3Y31 product="CUB and zona pellucida-like domain-containing protein 1" protein_id=Seg1726.7_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg9608.1 Seg9608.1 transcript_id=Seg9608.1_GoldUCD_mRNA.D3Y31 product="CUB and zona pellucida-like domain-containing protein 1" protein_id=Seg9608.1_GoldUCD_D3Y31 partial=true
OG0000715	Calvadosia_cruxmelitensis_Ccrux.Trinity.19368 Ccrux.Trinity.19368	Aurelia_aurita_Seg909.17 Seg909.17 transcript_id=Seg909.17_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg909.17_GoldUCD_D3Y31
OG0000722	Calvadosia_cruxmelitensis_Ccrux.Trinity.21029 Ccrux.Trinity.21029	Aurelia_aurita_Seg997.7 Seg997.7 transcript_id=Seg997.7_GoldUCD_mRNA.D3Y31 product="Latrophilin Cirl" protein_id=Seg997.7_GoldUCD_D3Y31
OG0000723	Calvadosia_cruxmelitensis_Ccrux.Trinity.5078 Ccrux.Trinity.5078	Aurelia_aurita_Seg3355.1 Seg3355.1 transcript_id=Seg3355.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3355.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2178.3 Seg2178.3 transcript_id=Seg2178.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2178.3_GoldUCD_D3Y31 partial=true
OG0000737	Calvadosia_cruxmelitensis_Ccrux.Trinity.25172 Ccrux.Trinity.25172, Calvadosia_cruxmelitensis_Ccrux.Trinity.15236 Ccrux.Trinity.15236, Calvadosia_cruxmelitensis_Ccrux.Trinity.15238 Ccrux.Trinity.15238, Calvadosia_cruxmelitensis_Ccrux.Trinity.54682 Ccrux.Trinity.54682, Calvadosia_cruxmelitensis_Ccrux.Trinity.25171 Ccrux.Trinity.25171	Aurelia_aurita_Seg4953.4 Seg4953.4 transcript_id=Seg4953.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" pseudo=true protein_id=Seg4953.4_GoldUCD_D3Y31 partial=true
OG0000895	Calvadosia_cruxmelitensis_Ccrux.Trinity.52512 Ccrux.Trinity.52512	Aurelia_aurita_Seg604.4 Seg604.4 transcript_id=Seg604.4_GoldUCD_mRNA.D3Y31 product="Collagen alpha-2" protein_id=Seg604.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3151.2 Seg3151.2 transcript_id=Seg3151.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-2" protein_id=Seg3151.2_GoldUCD_D3Y31
OG0000905	Calvadosia_cruxmelitensis_Ccrux.Trinity.15323 Ccrux.Trinity.15323, Calvadosia_cruxmelitensis_Ccrux.Trinity.15321 Ccrux.Trinity.15321	Aurelia_aurita_Seg1634.7 Seg1634.7 transcript_id=Seg1634.7_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg1634.7_GoldUCD_D3Y31
OG0000908	Calvadosia_cruxmelitensis_Ccrux.Trinity.55458 Ccrux.Trinity.55458	Aurelia_aurita_Seg2998.3 Seg2998.3 transcript_id=Seg2998.3_GoldUCD_mRNA.D3Y31 product="Protein Wnt-7b" protein_id=Seg2998.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2664.4 Seg2664.4 transcript_id=Seg2664.4_GoldUCD_mRNA.D3Y31 product="Protein Wnt-5" protein_id=Seg2664.4_GoldUCD_D3Y31 partial=true
OG0000919	Calvadosia_cruxmelitensis_Ccrux.Trinity.29519 Ccrux.Trinity.29519, Calvadosia_cruxmelitensis_Ccrux.Trinity.29521 Ccrux.Trinity.29521, Calvadosia_cruxmelitensis_Ccrux.Trinity.29516 Ccrux.Trinity.29516	Aurelia_aurita_Seg660.8 Seg660.8 transcript_id=Seg660.8_GoldUCD_mRNA.D3Y31 product="Adhesion G protein-coupled receptor A3" protein_id=Seg660.8_GoldUCD_D3Y31
OG0000921	Calvadosia_cruxmelitensis_Ccrux.Trinity.50356 Ccrux.Trinity.50356, Calvadosia_cruxmelitensis_Ccrux.Trinity.44997 Ccrux.Trinity.44997, Calvadosia_cruxmelitensis_Ccrux.Trinity.44998 Ccrux.Trinity.44998	Aurelia_aurita_Seg3883.3 Seg3883.3 transcript_id=Seg3883.3_GoldUCD_mRNA.D3Y31 product=Myomesin-1 protein_id=Seg3883.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg318.23 Seg318.23 transcript_id=Seg318.23_GoldUCD_mRNA.D3Y31 product="Protein sidekick" protein_id=Seg318.23_GoldUCD_D3Y31 partial=true
OG0001189	Calvadosia_cruxmelitensis_Ccrux.Trinity.2246 Ccrux.Trinity.2246	Aurelia_aurita_Seg5491.1 Seg5491.1 transcript_id=Seg5491.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5491.1_GoldUCD_D3Y31 partial=true
OG0001192	Calvadosia_cruxmelitensis_Ccrux.Trinity.2255 Ccrux.Trinity.2255, Calvadosia_cruxmelitensis_Ccrux.Trinity.2258 Ccrux.Trinity.2258	Aurelia_aurita_Seg2789.1 Seg2789.1 transcript_id=Seg2789.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2789.1_GoldUCD_D3Y31
OG0001197	Calvadosia_cruxmelitensis_Ccrux.Trinity.2009 Ccrux.Trinity.2009	Aurelia_aurita_Seg4670.1 Seg4670.1 transcript_id=Seg4670.1_GoldUCD_mRNA.D3Y31 product=Angiopoietin-2 protein_id=Seg4670.1_GoldUCD_D3Y31 partial=true
OG0001598	Calvadosia_cruxmelitensis_Ccrux.Trinity.14740 Ccrux.Trinity.14740	Aurelia_aurita_Seg236.3 Seg236.3 transcript_id=Seg236.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg236.3_GoldUCD_D3Y31
OG0001602	Calvadosia_cruxmelitensis_Ccrux.Trinity.1442 Ccrux.Trinity.1442	Aurelia_aurita_Seg3516.1 Seg3516.1 transcript_id=Seg3516.1_GoldUCD_mRNA.D3Y31 product=Otolin-1 protein_id=Seg3516.1_GoldUCD_D3Y31
OG0001639	Calvadosia_cruxmelitensis_Ccrux.Trinity.23938 Ccrux.Trinity.23938	Aurelia_aurita_Seg5406.1 Seg5406.1 transcript_id=Seg5406.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5406.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2666.3 Seg2666.3 transcript_id=Seg2666.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2666.3_GoldUCD_D3Y31
OG0002126	Calvadosia_cruxmelitensis_Ccrux.Trinity.59701 Ccrux.Trinity.59701	Aurelia_aurita_Seg1686.13 Seg1686.13 transcript_id=Seg1686.13_GoldUCD_mRNA.D3Y31 product="Meteorin-like protein" protein_id=Seg1686.13_GoldUCD_D3Y31
